target_id	CV	F1	F1_hab	F2_127	F2_151	F2_28	F2_411	F2_445	F2_73	PI127826
Solyc02g082155	15	31	24	18	22	19	15	17	17	16
Solyc02g082160	53	88	98	127	141	67	91	113	74	74
Solyc02g082170	2	6	24	15	7	71	15	54	1	21
Solyc02g082180	936	496	458	384	65	953	349	191	445	518
Solyc02g082190	1221.82	1969.82	5620.11	760.721	778.474	2892.39	857.736	972.284	922.29	4826.29
Solyc02g082200	2697	1723	1415	652	711	1510	1116	1265	1302	1983
Solyc02g082210	195	140	90	163	180	167	174	163	137	92
Solyc02g082215	154	143	84	171	130	156	157	100	140	99
Solyc02g082220	3176.42	2562.35	2523.22	2571.03	2086.68	2283.5	2195.05	1966.64	2113.76	3346.56
Solyc02g082230	2131.58	1549.65	1856.78	1562.97	1198.32	1892.5	1522.95	1569.36	1770.24	2187.44
Solyc02g082240	293	152	408	195	538	424	630	372	1125	335
Solyc02g082250	2102.57	1672.48	1991.5	1520.34	674.128	1995.32	1100.7	1740.78	1815.16	2362.48
Solyc02g082260	7474.43	860.521	3351.5	892.657	1056.87	2510.68	1395.3	1664.22	1220.84	1560.52
Solyc02g082270	1763	4401	2785	3010	2636	1972	2265	3349	2282	2913
Solyc02g082280	1351	1063	1160	982	974	1178	1196	1060	951	1492
Solyc02g082285	0	0	0	0	0	0	0	0	0	0
Solyc02g082290	32	74	57	102	211	79	94	152	58	112
Solyc02g082300	372	92	149	133	93	106	232	119	331	33
Solyc02g082310	59	18	3	51	80	78	156	78	130	5
Solyc02g082315	0	0	0	0	0	0	3	7	0	0
Solyc02g082320	0	2	4	0	0	4	0	10	0	6
Solyc02g082330	4	14	1	16	21	7	11	5	25	2
Solyc02g082340	2984	7374	2299	3493	7322	2806	5504	4964	3026	2750
Solyc02g082350	1771	1625	2148	1629	940	1353	1012	1207	1082	2501
Solyc02g082360	148	150	48	104	58	100	81	158	89	75
Solyc02g082370	0	0	0	1	0	0	0	4	0	0
Solyc02g082390	0	3	0	1	0	1	0	2	0	0
Solyc02g082400	839	343	16	526	463	454	841	141	728	1
Solyc02g082410	19	9	7	190	18	66	7	11	15	13
Solyc02g082420	330	135	151	176	764	341	527	651	279	181
Solyc02g082430	206	237	85	334	186	250.164	293	209	215	6
Solyc02g082435	44.7102	46.347	174.597	51.7623	149.679	33.1242	92.0625	30.9024	41	205.936
Solyc02g082440	682.29	410.653	536.403	670.238	935.321	488.111	910.938	177.098	738	828.064
Solyc02g082450	21	77	0	70	15	3	22	32	5	0
Solyc02g082460	2940	2733	2242	1901	1477	1833	1846	1293	2080	2251
Solyc02g082470	4727	3411	4212	2855	2815	3327	2884	2443	3366	4162
Solyc02g082480	600	307	37	244	366	452	513	289	497	28
Solyc02g082490	163	66	64	77	19	119	98	46	114	108
Solyc02g082500	908	608	524	231	232	522	359	334	384	662
Solyc02g082510	1897	1248	1991	1730	445	1305	1106	1170	1032	2659
Solyc02g082520	3	3	1	2	4	0	0	11	3	5
Solyc02g082540	3187	3285	2197	3128	2292	2348	2703	2748	2397	3273
Solyc02g082550	799	633	572	655	804	549	578	526	525	656
Solyc02g082553	0	0	0	0	0	0	0	0	0	0
Solyc02g082557	152.444	116.22	104.233	92	96.6105	46.4759	74.735	41	79.9297	96
Solyc02g082560	9.55641	20.7798	30	5	16.3895	13.5241	5.26497	21	4.07026	55
Solyc02g082570	1886	1172	1217	889	799	992	918	785	1038	1557
Solyc02g082590	2915	707	40	173	117	337	383	57	494	137
Solyc02g082600	1775	419	1	98	77	147	208	16	274	10
Solyc02g082610	42	29	53	55	54	57	33	33	20	97
Solyc02g082613	545.728	516.624	859.313	855.848	1107.21	605.06	548.237	535.753	418.486	839.929
Solyc02g082615	217	85.2006	51.1059	111.272	190	109.076	103.464	96.7849	108	54.54
Solyc02g082617	6.94401	34.0641	217.026	77.5854	174.021	13.8625	4	253.806	6	136.951
Solyc02g082620	0	0	0	0	0	0	0	0	0	0
Solyc02g082630	149.272	117.211	254.553	142.364	281.209	66.94	35.7626	118.014	52.5142	265.071
Solyc02g082650	42.056	56.9359	245.974	109.415	296.979	169.137	24	293.194	23	242.049
Solyc02g082660	1277.15	1469.39	1965.13	1024.28	2161.44	1083.31	1175.19	1485.83	944.649	2746.81
Solyc02g082670	1039	1009	1057	665	607	698	732	953	783	1204
Solyc02g082680	523	337	276	929	1075	884	876	1108	580	441
Solyc02g082690	399.664	535.699	386.228	521.304	692.479	306.237	557.182	470.208	298.144	472.991
Solyc02g082700	9822.34	12185.3	4874.77	8972.7	4673.52	7402.76	5162.82	4402.79	7873.86	4781.01
Solyc02g082710	453	375	291	449	316	446	379	353	426	340
Solyc02g082720	215	43	90	159	61	78	79	200	113	34
Solyc02g082730	1188	879	731	827	670	808	753	766	851	1019
Solyc02g082740	780	990	34	354	153	331	249	253	416	116
Solyc02g082750	67.4267	82.6291	145.267	115.458	211.536	72.7831	98.5553	144.281	85.3417	225.598
Solyc02g082760	14525	10475.8	6801.83	4062.79	4130.92	5473.66	6156	8087.81	5570	9002.2
Solyc02g082763	62.5277	4.72155	24.4836	6.16179	26.6836	3.61243	10.1799	21.641	9.06785	0
Solyc02g082767	462.612	93.5913	73.9659	89.4659	164.832	50	107	51.1321	127	73
Solyc02g082770	988.434	310.223	378.418	273.138	711.527	194.604	242.265	463.179	391.59	591.402
Solyc02g082780	0	8	24	0	0	12	0	0	0	32
Solyc02g082790	0	0	0	0	0	0	0	0	0	0
Solyc02g082800	5303	4259	3992	4050	2957	4145	3812	3688	3914	5077
Solyc02g082810	453	601	473	691	586	377	424	505	418	410
Solyc02g082820	72	11	74	57	7	173	40	48	49	63
Solyc02g082830	1328	344	1001	635	210	931	730	480	662	1560
Solyc02g082840	2462	1642	2157	1651	1991	1941	2010	1142	1811	2845
Solyc02g082850	336	519	274	451	316	276	215	526	298	576
Solyc02g082860	306	220	209	242	174	249	188	230	286	217
Solyc02g082870	13198	2125	2422	286	327	2663	1726	480	1886	3606
Solyc02g082880	0	158	1031	29	1228	611	1539	399	721	1611
Solyc02g082890	32	11	13	5	3	2	1	3	10	0
Solyc02g082900	11286	7264	2060	1683	1433	2940	2923	906	3711	3987
Solyc02g082910	8	258	27	97	0	9	8	14	2	0
Solyc02g082920	753	8163.54	435	14653.5	6953	5368	5067	2683	9032	180
Solyc02g082930	23841	5130.46	886	10191.5	22072	17450	63630	10039	30861	2482
Solyc02g082940	15	6	0	46	5	7	11	2	4	0
Solyc02g082950	20	105	24	128	58	51	45	81	42	6
Solyc02g082960	3	71	0	6	4	153	1	4	2	0
Solyc02g082970	201	165	138	245	198	197	153	181	175	143
Solyc02g082980	36	16	22	13	36	12	62	32	38	0
Solyc02g082985	3	4	11	0	2	0	2	4	0	9
Solyc02g082990	0	4	8	0	0	0	0	0	0	11
Solyc02g083000	11	1	2	0	5	7	42	1	5	0
Solyc02g083010	1	1	0	1	1	1	3	5	3	0
Solyc02g083020	4	3	2	0	2	1	9	3	1	21
Solyc02g083030	0	8	3	4	8	4	29	3	0	0
Solyc02g083040	31	12	48.0841	2	11	25	4	24	8	260
Solyc02g083050	7	58	517.916	13	56	71	1	217	3	1263
Solyc02g083060	20	6	8	3	15	27	7	18	6	9
Solyc02g083070	13	21	76	11	15	13	15	22	10	44
Solyc02g083080	8	2	17	0	4	6	6	16	8	43
Solyc02g083090	7	6	29	7	10	13	21	23	7	18
Solyc02g083100	9	4	19	1	6	9	7	5	1	14
Solyc02g083110	2380	1522	2613	1225	1150	2579	2133	1638	2019	2848
Solyc02g083120	1083	80	339	177	77	181	68	224	69	65
Solyc02g083130	304	154	192	133	547	311	368	195	181	205
Solyc02g083140	601	740	577	578	714	733	764	694	743	421
Solyc02g083150	1070	645	921	581	492	746	468	608	645	1140
Solyc02g083160	0	0	0	0	0	0	0	0	0	0
Solyc02g083170	877.79	902.021	370.636	401.249	532.791	455.403	539.685	364.557	536.409	374.554
Solyc02g083180	1663.21	1986.98	1871.36	852.751	1020.21	958.597	870.315	1533.44	851.591	2372.45
Solyc02g083190	2326	419	68	500	447	1081	1837	88	2698	2
Solyc02g083200	219.965	116.033	214.049	795.11	1020.18	319.392	1348.16	5273.46	442.559	272.103
Solyc02g083210	0	2	0	10	7	1	15	30.0595	5	3
Solyc02g083220	761.517	738.408	141.173	601.636	629.528	502.523	818.527	83.3128	768.252	278.775
Solyc02g083250	1638	2163	2285	1959	2202	2239	2384	2503	2280	1706
Solyc02g083260	414	302	396	340	272	356	389.503	377	368	468
Solyc02g083270.	2104	1830	1772	1302	1354	1919	1587	1330	1753	2065
Solyc02g083280	1475	6003	214	1663	2894	1314	2674	2408	1931	53
Solyc02g083285	0	0	5	9	0	2	8	0	2	0
Solyc02g083290	1164	1551	751	869	686	1114	785	854	1112	923
Solyc02g083300	0	1	0	0	0	0	0	0	0	0
Solyc02g083310	838	1304	1284	2791	1879	2120	1772	1425	1298	1683
Solyc02g083320	2456	4236	1988	2479	4085	1892	3371	2498	2271	2696
Solyc02g083330	62.1047	46.7809	91.9852	50.3161	56.6968	42.9437	61.257	42.0052	52.6181	99.39
Solyc02g083340	953.697	513	620	452.99	252	628.84	584.486	487.427	591.413	1017
Solyc02g083345	1817	1141	1610	1034	554	1432	1173	857	1344	2108
Solyc02g083350	5226.48	5300.59	4954.83	6089.36	5286.47	5605.48	5158.47	5797.69	5107.75	6100.22
Solyc02g083360	434	528	687	304	289	245	267	331	294	786
Solyc02g083370	15	13	13	46	31	32	39	31	3	34
Solyc02g083375	159	520	115	232	99	292	260	182	514	68
Solyc02g083380	101	432	136	242	84	313	195	181	428	57
Solyc02g083390	4327	1914	3065	1398	754	2582	1632	1092	2107.82	3653
Solyc02g083400	544	594	494	648	539	539	1081	811	721	529
Solyc02g083410	387	404	121	375	310	668	443	361	740	159
Solyc02g083420	1828	1887	1688	1958	1542	1846	2000	1746	1892	1576
Solyc02g083430	699	742	934	780	726	973	574	1284	830	1103.99
Solyc02g083440	0	0	0	0	0	0	0	1	0	0
Solyc02g083450	251	148	417	200	239	348	339	329	214	359
Solyc02g083460	1262.92	1471.82	1013.11	1941.88	2057.54	1108.87	1169.5	1267.53	945.028	1124.48
Solyc02g083470	854.08	1076.18	521.89	1558.12	1089.46	990.134	1277.5	621.469	992.972	520.516
Solyc02g083480	31	4	0	10	24	30	99	96	34	31
Solyc02g083490	64	7	11	18	27	30	46	43	15	9
Solyc02g083500	1063.77	634.651	803.065	320.478	568.272	944.064	727.959	494.636	814.381	1106.87
Solyc02g083510	65.2297	53.3494	38.9354	45.5215	94.7283	50.9355	35.0408	52.3638	51.6193	75.1307
Solyc02g083520	11	44	11	65	16	2	41	7	6	26
Solyc02g083523	0	0	0	0	0	0	0	0	0	0
Solyc02g083527	0	0	0	0	1	1	1	3	3	2
Solyc02g083540	2395	1183	2624	1103	1521	2132	2147	992	2113	2529
Solyc02g083550	1	65	0	16	89	18	3	6	0	0
Solyc02g083560	1103.55	931.457	989.444	976.351	880.794	1165.48	923.684	904.531	878.129	1508.51
Solyc02g083570	216.909	183.543	43.5556	65.6491	65.2056	221.521	141.316	60.4692	136.871	155.891
Solyc02g083580.	1509.54	309	698	307	195	764	519	327	464	932.602
Solyc02g083590	4168	2436	3376	1777	1322	2676	1822	2594	1627	4596
Solyc02g083600	130.281	198.653	152.962	143.551	169.547	116.863	102.037	132.711	94.7829	206.765
Solyc02g083610	96.7185	75.3474	113.038	85.4492	94.4531	123.137	134.963	137.289	89.2171	60.2348
Solyc02g083620	350	60	24	34	51	204	176	7	217	7
Solyc02g083630	220.485	29.3376	30.3446	49.6322	26.4306	228.939	36.847	50.5092	74.7034	2.84242
Solyc02g083640	71.5152	23.6624	88.6554	58.3678	2.56944	218.061	41.153	17.4908	67.2966	71.1576
Solyc02g083650	801	571	433	288	279	366	326	370	410	776
Solyc02g083660	51.2581	135.004	90.4418	37.9658	38.5443	89.6091	34.6672	84.0987	30.6733	113.569
Solyc02g083670	607.742	502.996	349.558	528.034	793.456	960.391	685.333	777.901	630.327	625.431
Solyc02g083690	22	13	13	9	4	6	7	22	6	22
Solyc02g083700	8384	845	4064	588	396	1547	704	1108	783	5099
Solyc02g083710	5324	3595	4119	3231	2031	4095	2963	3272	3599	5453
Solyc02g083720	1565	814	2256	348	402	1139	744	287	862	2946
Solyc02g083725	644	303	1058	150	179	589	379	130	497	1275
Solyc02g083730	6	14	32	6	25	88	12	33	34	80
Solyc02g083740	396.151	406.985	461.635	546.694	573.877	619.13	624.02	697.56	543.995	643.708
Solyc02g083750	310.849	308.015	504.365	963.306	918.123	880.87	930.98	1094.44	867.005	613.292
Solyc02g083760	551	64	96	228	465	760	1092	445	751	100
Solyc02g083765	5	1	2	0	0	1	0	1	0	0
Solyc02g083770	9	14	5	5	8	7	9	8	5	4
Solyc02g083775	46	46	41	42	55	26	28.2649	59	24	34
Solyc02g083780	250	249	268	270	449	381	349	343	244	170
Solyc02g083785	119	57	5	72	61	76	117	22	109	4
Solyc02g083790	50	18	35	43	70	35	100	39	36	33
Solyc02g083800	392	531	487	408	228	410	351	436	328	536
Solyc02g083810	26562	11728	7116	4544	3871	15880	9174	7479	12244	9549
Solyc02g083815	1	0	2	4	0	0	0	0	0	4
Solyc02g083820	1844	636	671	883	464	809	776	798	765	881
Solyc02g083830	0	0	0	0	0	0	0	0	0	0
Solyc02g083835	377	3761	150	1891	511	937	749	214	931	131
Solyc02g083840	2	1	0	0	0	0	0	0	0	0
Solyc02g083850	212	421	447	379	257	170	82	627	39	646
Solyc02g083860	83318	3634	13058	2731	8153	10704	12778	4391	8688	27331
Solyc02g083870	1	0	0	0	0	0	0	0	0	0
Solyc02g083880	772	372	191	256	82	178	448	37	174	470
Solyc02g083890	184.094	18	132	68	11.014	179	58	41	75	131.118
Solyc02g083900	6461.91	5925	3831	6663	6594.99	5062	7642.74	5304	6157	4279.88
Solyc02g083910	0	0	0	1	2	0	0	0	1	2
Solyc02g083920	0	0	0	0	0	0	0	0	0	0
Solyc02g083930	4	3	101	21	5	24	28	90	0	207
Solyc02g083940	311	342	423	335	324	281	282	434	189	408
Solyc02g083950	0	4	0	0	0	0	0	0	0	0
Solyc02g083960	1068.71	879.975	1195.99	604.233	378.505	952.695	513.087	749.062	672.598	1498.64
Solyc02g083980	319.292	949.025	772.01	546.767	1887.49	676.305	847.913	1253.94	820.402	879.363
Solyc02g083990	2014	1291	1927	998	949	1341	1389	1136	1514	2458
Solyc02g084000	395	440	215	285	157	270	245	170	324	288
Solyc02g084005	7	10	3.6776	0	1	17	5	5	18	0
Solyc02g084010	0	0	1.3224	1	0	0	0	0	0	8
Solyc02g084020	674	831.181	259	459	573.131	504	589	484	450	261
Solyc02g084030	1105	520	706	597	448	766	675	747	653	964
Solyc02g084037	55	89	156	212	200	93	96	128	110	205
Solyc02g084060	14	14	25	63	92	25	50	31	39	59
Solyc02g084070	31	2	29.3052	47.0165	30.7415	8.32149	43	12.9659	47.4039	0
Solyc02g084075	0	0	0	0	0	0	0	0	0	0
Solyc02g084080	0	2	4	0	3	1	2	0	2	0
Solyc02g084090	33	89	212	134	150	113	74	85	129	81
Solyc02g084100	10	47	57	46	27.2128	39	14	48	23	37
Solyc02g084110	5	6	5	5	9	4	8	2	11	0
Solyc02g084117	40.4913	44	49.1644	111.958	110.734	62.8753	94.7196	78.9712	128.797	46.5186
Solyc02g084120	53	46	36	52	89	39	70	29	95	30
Solyc02g084130	16.5087	14	48	56.5641	58	57.4111	48.2804	24	53.7241	9
Solyc02g084140	0	4	63	78	20	0	0	19	0	0
Solyc02g084150	0	7	131	179	18	2	2	46.7618	0	15
Solyc02g084160	5	4.20457	13	15	29.2182	37	77	12	46	2
Solyc02g084163	11.7005	1.92606	22.1269	34.9619	29.1335	45.3249	87.6271	13.4532	82.9481	6.82649
Solyc02g084167	9.17051	5.49146	55.1098	34.3736	43.9272	63.8805	45.5793	30.2857	41.7352	9.20217
Solyc02g084170	16.2995	55.8694	96.8731	104.038	92.6484	29.6751	53.3729	27.5468	82.0519	64.1735
Solyc02g084180	3.82949	10.5085	53.1627	37.7314	11.0755	20.6131	5.42066	20.3101	9.319	3.27926
Solyc02g084190	22	16	55	102	106	90	58	56	51	35
Solyc02g084200	14	6	182	73	56	21	33	112	16	57
Solyc02g084210	545	48	105	75	12	98	169	22	183	8
Solyc02g084220	352	410	388	259	223	301	264	258	235	519
Solyc02g084230	1057	1108	824	977	1251	1156	1782	1864	1305	1119
Solyc02g084240	1071	13261	2260	14532	13841	10958	8699	9417	13270	2065
Solyc02g084250	28.4457	47.9582	109.258	80.5784	67.7747	146.266	64.7173	32.9272	30.372	91.1399
Solyc02g084260	24	73	117	157	91	85	54	84	44	83
Solyc02g084265	0	4	17	11	15	61	20	15	0	21
Solyc02g084270	0	0	0	0	0	0	2	0	1	0
Solyc02g084280	57	10	23	29	87	151.697	157	107	32	21
Solyc02g084285	0	0	0	4	10	26.3035	25	16	9	0
Solyc02g084290	19	8	15	18	27	37	19	14	17	30
Solyc02g084300	25.1805	18	52.5672	37.7511	49.313	41.0769	73	3.07837	25.71	61.713
Solyc02g084310	2	4.17907	19.2398	7.25595	23.1279	20.391	14.7789	8.24461	11	22
Solyc02g084315	26	27	106	72	77	49	86	82	24	119
Solyc02g084330	31	32	69	33	94	54	87	56	36	101
Solyc02g084340	1212	1516	1050	1694	2655	1366	1951	2835	1543	1279
Solyc02g084345	0	0	0	8.23533	2.74411	3.40966	0	1.47795	0	0
Solyc02g084350	1	17	11	27.7647	14.2559	27.5903	41	10.522	9	6
Solyc02g084360	7979	6132	5927	4884	5588	4670	6295	5597	4935	10875
Solyc02g084365	7.7369	3.12896	12.4465	1	0	4.21499	2	0	9	45.065
Solyc02g084370	786.263	367.871	3362.55	482	131	1151.79	552	691	815	2819.94
Solyc02g084380	607.104	528.287	265.657	326.766	450.954	320.833	501.46	269.174	401.136	260.328
Solyc02g084390	7285.9	2717.71	8203.34	2171.23	1594.05	6509.17	3535.54	2135.83	3656.86	7826.67
Solyc02g084400	2840	704	415	398	202	386	502	552	339	864
Solyc02g084410	2277	298	442	632	550	1037	565	1082	133	721
Solyc02g084420	236	278	38	74	1	15	36	86	4	211
Solyc02g084430	281	256	38	70	7	8	54	100	10	254
Solyc02g084440	27143	27554	4826	7894	18112	13081	22932	16168	14173	7725
Solyc02g084450	254.469	210.599	95.1352	156.506	241.389	111.174	272.3	72.9159	150.686	52.6525
Solyc02g084455	0	0	0	0	1	0	3	0	0	0
Solyc02g084470	0	0	0	0	0	0	0	0	0	0
Solyc02g084480	3190	1902	20	1280	1205	1176	2168	5	1881	54
Solyc02g084500	977.826	1021.41	568.372	516.951	377.971	494.935	540.976	405.982	690.494	891.757
Solyc02g084510	334	459	458	446	434	360	362	422	347	420
Solyc02g084520	610	826	737	1026	1200	960	1085	1371	899	694
Solyc02g084530	0	16	101	19	36	39	4	108	0	153
Solyc02g084540	220	130	157	85	233	263	517	201	200	205
Solyc02g084550	856	731	507	556	628	737	858	541	698	722
Solyc02g084560	96	176	274	165	202	162	179	299	172	304
Solyc02g084570	3768	7567	8776	10973	6269	7825	11353	15682	8821	14833
Solyc02g084580	5	5	35	6	4	12	8	5	1	0
Solyc02g084590	145	295	269	405	356	516	468	851	310	269
Solyc02g084600	12	24	0	7	3	19	15	14	36	5
Solyc02g084610	152	75	66	82	66	230	312	97	184	15
Solyc02g084620	982	982	608	805	993	779	1017	818	859	708
Solyc02g084630	695	996	758	382	605	518	366	270	551	724
Solyc02g084640	9498	2497	8388	2599	5318	4376	4986	2327	4951	10750
Solyc02g084650	1238	669	674	340	200	381	360	450	370	879
Solyc02g084660	1559.99	1337.99	864.998	828.988	926.998	803.995	890.987	821.994	935.999	844
Solyc02g084670	8.01337	3.00858	3.00236	13.0124	1.00174	11.0053	10.0132	4.00581	7.0015	0
Solyc02g084680	498	271	539	492	482	977	1043	1084	1061	750
Solyc02g084690	2988	2702	2436	2321	2442	2319	2684	3261	1982	3051
Solyc02g084700	1359	1844	1291	1376	1418	1214	1445	876	1465	1471
Solyc02g084710	1646.97	547.545	1247.83	498.448	157.496	1078.83	640.37	508.626	738.439	1694.39
Solyc02g084720	20402	3092.46	11858.2	4125.55	5780.5	6706.17	9171.63	12428.4	6501.56	19748.6
Solyc02g084730	21	27	46	114	63	66	51	62	54	43
Solyc02g084740	519	330	151	362	96	239	320	300	178	61
Solyc02g084750	443	514	461	507	695	996	709	994	701	581
Solyc02g084760	1788	1425	1321	824	715	1114	1098	1010	1196	1664
Solyc02g084770	85	63.147	92	117	98.1872	84	161	119.244	113	86
Solyc02g084780	1.0361	7.87181	0	1.114	1	0	1	1.02044	1	0
Solyc02g084790	7	45.5078	0	4.28189	1	0	5.16525	8.53964	0	0
Solyc02g084800	66.9639	183.62	0	104.604	70	56	90.8347	299.44	72	8
Solyc02g084810	574	347	712	559	645	623	499	745	530	775
Solyc02g084820	1052	873	1135	747	765	991	974	1320	714	1363
Solyc02g084830	141	135	112	240	206	237	199	251	224	104
Solyc02g084840	196	290	19	193	691	122	436	296	136	21
Solyc02g084850	82	842	35	450	24417	69	7141	134	49	4
Solyc02g084860	186	47	671	74	26	114	73	348	117	996
Solyc02g084870	159	152	438	315	252	156	225	268	110	506
Solyc02g084880	21	31	0	32	39	30	40	14	26	0
Solyc02g084890	279	425	299	395	357	307	323	728	309	325
Solyc02g084900	272	254	609	262	278	234	169	627	236	761
Solyc02g084910	0	0	8	3	1	1	5	0	0	0
Solyc02g084920	7635	6757	5427.87	2728	2109	3872	3363	2682	2967	7588.82
Solyc02g084930	15	89	7	47	7	20	88	21.6829	14	0
Solyc02g084940	0	0	0	0	0	0	0	1.31711	0	0
Solyc02g084950	4	751	34	179	74	58	110	65	7	0
Solyc02g084960	24	12	7	6	21	9	44	31	126	0
Solyc02g084970	4412	2583	6159	861	212	2262	569	543	1534	7602
Solyc02g084980	8145	866	136	641	2804	796	3105	1056	2125	89
Solyc02g084990	11735	1348	1026	921	594	1291	1410	549	446	1303
Solyc02g085000	1907	942	873	630	1084	1077	1526	961	1574	805
Solyc02g085005	3739	2065	3585	574	501	901	819	937	1010	4255
Solyc02g085010	3434	1667	1243	1179	715	721	1238	1720	1507	1823
Solyc02g085020	2362	68	121	428	42	253	163	75	120	222
Solyc02g085025	45.9776	6.57687	0	5.15935	0	8.04208	7.03999	0	4.012	0
Solyc02g085030	3192.44	1497.67	1341	1313.86	446	1899.96	1302.96	714	1630.99	1406
Solyc02g085035	3824.58	1768.76	2204	1237.99	388	2043	1163	566	1552	2023
Solyc02g085040	2115	1623	2148	1127	1473	1730	1783	2004	1235	2443
Solyc02g085050	1568	769	2643	552	815	967	631	1054	675	2751
Solyc02g085060	0	0	6	0	1	0	0	0	0	14
Solyc02g085070	3	0	4	0	0	2	1	1	0	0
Solyc02g085080	877	348	495	254	232	532	286	290	369	559
Solyc02g085090	14	2	4	7	3	7	6	15	2	12
Solyc02g085100	2523	609	1590	353	424	1583	729	664	1048	2513
Solyc02g085110	10	2.85148	17	15	11	23	8	12	14	0
Solyc02g085120	8	0.148518	17	25	23	88	49	3	28	4
Solyc02g085130	64	62	204	112	87	121	99	120	52	83
Solyc02g085140	1514	1915	2371	2337	1464	2092	1440	1525	2093	1538
Solyc02g085150	66	85	29	32	118	35	164	18	9	65
Solyc02g085160	97	190	165	234	73	159	180	69	89	117
Solyc02g085170	48	121	30	35	18	15	22.012	32	7	137
Solyc02g085180.	1131	800	1059	508	578	644	860.988	1577	590	2060
Solyc02g085190	4	3	0	4	1	1	0	0	0	0
Solyc02g085210	44.7013	123.969	28.0785	7.09525	6.96362	0	26.1991	24.3817	7.85186	0
Solyc02g085220	267.299	602.031	399.921	472.905	410.036	499	277.876	477.618	453.148	909
Solyc02g085230	225	385	214	479	398	293	276	244	218	197
Solyc02g085240	117	85	56	37	53	74	64	57	55	70
Solyc02g085245	6.29594	5.38053	0	1	0	2	1	2.06972	3	0
Solyc02g085250	552.704	566.619	340	448	883	708	942	709.93	831	527
Solyc02g085260	2	0	11	5	2	2	1	44	10	11
Solyc02g085270	0	0	0	0	0	0	0	0	0	0
Solyc02g085280	576	674	367	339	480	445	523	453	456	469
Solyc02g085285	297	650	346	921	849	1070	713	388	996	501
Solyc02g085290	299	191	458	79	130	499	161	134	210	284
Solyc02g085300	217	148	1655	164	113	639	298	301	339	419
Solyc02g085310	709	1346	764	1099	990	1344	808	464	1365	1207
Solyc02g085315	276	237	33	173	103	218	326	31	265	68
Solyc02g085320	219	247	130	69	52	93	85	62	87	210
Solyc02g085330	0	0	0	1	0	0	3	0	0	0
Solyc02g085340	695	774	394	680	501	737	996	1158	947	650
Solyc02g085350	11792	6723	5122	5003	3711	6742	6206	4116	6597	7564
Solyc02g085360	3	24	1	18	13	22	15	2	2	0
Solyc02g085370	237.861	355.637	279.603	289.955	309.187	219.248	311	315.337	201.221	405.847
Solyc02g085375	48.1387	33.3626	15.3969	6.04487	12.8127	7.75192	0	6.66257	0.778603	62.1529
Solyc02g085380	3.28944	0	0	1.02199	2.09547	4.1648	1.5602	2.04337	2	2.94E-06
Solyc02g085390	528.711	197	298	99.9897	55.9265	304.835	244.961	141.957	123	353
Solyc02g085400	4245	157	51	155	188	307	604	392	130	85
Solyc02g085410	0	0	0	0	0	0	0	0	0	0
Solyc02g085420	8384	10381	6021	8583	10381	7646	8828	6630	7830	6438
Solyc02g085430	9	64	58	39	136	36	81	162	26	148
Solyc02g085440	1	22	58	8	21	5	17	30	4	210
Solyc02g085450	44	64	46	42	90	28	59	79	36	85
Solyc02g085460	41	55	50	40	29	30	40	71	27	73
Solyc02g085470	240.271	364.111	274.796	299.799	438.485	320.666	488.649	479.381	338.92	316.603
Solyc02g085480	101.729	86.8895	236.204	25.2011	69.5147	109.334	45.3508	111.619	32.0802	348.397
Solyc02g085490	12	0	0	1	0	16	13	0	13	0
Solyc02g085495	287	68	107	55	74	135.968	111.48	116	95	236
Solyc02g085500	0	30	1	11	3	3	9	3	1	0
Solyc02g085510	0	1	0	0	0	0	0	0	0	0
Solyc02g085520	518	376	255	339	456	962	609	508	576	320
Solyc02g085530	1	4.09181	0	0	4	2	6	1.0864	3	9
Solyc02g085535	0	0	0	0	3	0	0	0	2	0
Solyc02g085540	2303	2659	2806	1044	1493	1830	1608	1788	1603	3606
Solyc02g085550	0	0	0	1	0	0	0	0	0	0
Solyc02g085560	326	410	438	569	714	403	463	442	374	516
Solyc02g085570	3449	4922	2543	3609	2592	3082	2436	2262	2818	3079
Solyc02g085580	524	1421	1424	3692	1540	1679	1401	1569	1649	1830
Solyc02g085590	4	22	3	9	37	9	50	2	5	0
Solyc02g085600	85	166	46	337	197	340	288	205	405	77
Solyc02g085610	206	617	226	583	844	468	639	526	469	193
Solyc02g085620	5	4	10	6	0	13	2	1	2	24
Solyc02g085630	0	405	7	137	17	1	37	29	0	0
Solyc02g085640	1686.81	1757.72	157.966	955.982	1219.04	1129.14	2189.53	668.81	2289.99	294.484
Solyc02g085650	123	149.908	54	170	166	129	205	70.9136	160	37
Solyc02g085655	4.18579	30.2791	9.03395	3.01802	15.1363	4	7.0277	9.1897	2.01	4.51583
Solyc02g085660	2	7	0	1	0	0	5	4	1	2
Solyc02g085670	3364.53	1757.11	1712.76	900.158	637.543	1801.02	1311.7	562.327	2050.4	1767.09
Solyc02g085672	319.487	133.507	168.128	34.8424	47.4569	80.5343	66.3042	21.6733	95.3171	335.799
Solyc02g085674	0	0	0	0	0	0	0	0	0	0
Solyc02g085676	4	3	24	0	18	11	14	7	5	21
Solyc02g085678	11.1802	13.7563	28.2964	26	67.3461	39.8112	28	18.2382	39	63.0804
Solyc02g085690	72.9819	28.3855	46.1111	18	25	54.4429	40	36	32.2799	96.11
