Geneid	Elite_2017	Elite_2020	PI127826_2020	PI127826_2017	F2-73	F2-127	F2-28_concat	F2-151	F2-411	F2-445	F1
Solyc07g055200.2.1	5394	1356	1051	5028	5273	4536	4479	3957	5200	5298	5902
Solyc07g055210.2.1	8857	2014	1405	7552	1866	2270	6044	3167	4569	3310	4131
Solyc07g055220.1.1	154	17	9	160	191	226	32	301	321	222	249
Solyc07g055230.2.1	2948	897	1010	1943	1266	1049	3367	1174	1320	1450	2367
Solyc07g055240.1.1	20	9	4	14	14	13	37	7	13	0	11
Solyc07g055250.2.1	1565	719	442	1026	426	346	1512	574	679	905	1448
Solyc07g055260.2.1	2041	686	446	910	600	1166	3167	487	1749	1210	2155
Solyc07g055270.1.1	126	31	16	60	18	46	56	68	72	97	100
Solyc07g055280.2.1	630	543	170	192	141	267	1132	511	545	434	603
Solyc07g055290.2.1	2788	639	635	3378	1138	648	2481	641	1040	1296	2362
Solyc07g055300.2.1	3991	511	363	2168	1865	2006	1514	1624	2117	2157	2881
Solyc07g055310.1.1	360	120	90	336	528	380	225	396	422	426	284
Solyc07g055320.2.1	53555	4484	2292	24525	18007	14249	17427	9477	17954	19735	34068
Solyc07g055330.2.1	233	26	22	20	2	12	253	107	60	36	50
Solyc07g055340.2.1	1307	195	240	680	663	392	938	509	665	555	617
Solyc07g055350.2.1	0	0	1	0	0	0	0	0	0	0	10
Solyc07g055360.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc07g055380.1.1	0	0	0	0	0	0	1	0	0	0	2
Solyc07g055390.1.1	4	0	0	0	0	0	0	0	0	0	0
Solyc07g055400.1.1	100	43	5	0	2	0	129	87	62	123	109
Solyc07g055410.1.1	20	7	2	0	0	0	21	60	36	43	45
Solyc07g055420.1.1	0	0	1	0	4	0	0	0	0	0	0
Solyc07g055430.1.1	0	0	0	0	0	0	0	3	0	0	4
Solyc07g055440.1.1	0	0	1	0	0	12	27	5	2	0	4
Solyc07g055450.1.1	0	1	12	0	0	0	34	0	0	0	6
Solyc07g055460.2.1	32	120	1	0	79	2	170	835	1029	700	40
Solyc07g055470.2.1	279	194	107	86	495	443	717	1029	1038	688	1188
Solyc07g055480.1.1	6	0	4	0	0	0	3	2	7	10	1
Solyc07g055490.2.1	26	86	161	142	870	145	597	145	216	384	1046
Solyc07g055530.2.1	385	174	127	76	18	89	462	796	490	394	375
Solyc07g055540.2.1	3661	1322	293	1544	850	1898	3102	3785	3095	4177	5720
Solyc07g055550.1.1	2	0	0	0	0	0	11	0	0	2	24
Solyc07g055560.2.1	0	37	34	0	94	2534	827	86	5550	361	16851
Solyc07g055570.1.1	0	1	0	0	0	0	4	0	8	0	0
Solyc07g055580.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc07g055590.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc07g055600.1.1	0	0	0	0	0	3	0	0	1	0	0
Solyc07g055610.1.1	0	1	0	0	4	7	0	6	7	0	0
Solyc07g055620.1.1	0	1	0	0	0	0	1	1	1	1	0
Solyc07g055630.2.1	37	99	17	10	121	44	85	163	102	445	217
Solyc07g055640.1.1	455	272	116	169	429	120	714	732	463	1147	611
Solyc07g055650.1.1	128	51	36	62	46	23	151	55	83	47	97
Solyc07g055660.2.1	814	357	265	841	496	349	1247	356	365	467	848
Solyc07g055670.1.1	18	34	34	62	62	248	195	6	26	167	341
Solyc07g055690.1.1	6	3	1	4	4	56	8	3	0	5	32
Solyc07g055700.2.1	3906	393	164	2389	614	613	1041	1130	1138	909	1315
Solyc07g055710.2.1	86	119	43	32	4	22	195	246	262	358	638
Solyc07g055720.2.1	154	69	56	0	292	12	169	1270	533	1339	36
Solyc07g055730.2.1	187	41	29	26	51	2	116	10	4	9	4
Solyc07g055740.1.1	9992	835	367	1432	86	250	7203	222	1872	1060	1496
Solyc07g055750.2.1	258	72	23	68	28	0	56	82	114	32	56
Solyc07g055760.1.1	88	4	6	57	23	15	9	50	26	26	69
Solyc07g055770.1.1	56	8	7	18	19	26	15	53	38	38	49
Solyc07g055780.2.1	116	0	3	10	2	2	41	2	11	4	2
Solyc07g055790.1.1	0	0	23	178	20	0	5	0	0	4	0
Solyc07g055800.2.1	0	0	0	0	0	0	0	0	0	0	0
Solyc07g055810.2.1	2362	555	199	1305	313	679	1497	824	1012	919	2050
Solyc07g055820.1.1	0	0	0	0	2	16	7	0	0	0	2
Solyc07g055830.2.1	2319	707	301	1494	306	166	1492	1425	999	1059	1134
Solyc07g055840.2.1	123	28	12	8	0	0	71	293	106	84	60
Solyc07g055850.2.1	1336	188	83	505	70	85	569	268	243	161	555
Solyc07g055860.2.1	3823	747	547	3218	2196	2301	1785	3956	3082	3327	5077
Solyc07g055870.2.1	73	22	28	124	90	84	71	65	109	74	80
Solyc07g055880.1.1	47	11	45	195	53	15	107	57	36	28	20
Solyc07g055890.1.1	0	4	2	0	0	0	2	1	3	0	0
Solyc07g055900.1.1	319	37	21	92	233	105	75	194	167	224	256
Solyc07g055910.2.1	219	24	45	128	82	74	83	200	125	131	118
Solyc07g055920.2.1	0	3	1	30	0	6	9	719	2	2	1
Solyc07g055930.2.1	4842	1050	835	4414	4515	2599	4739	3188	3966	6613	2864
Solyc07g055940.1.1	411	64	54	178	22	26	276	469	259	281	258
Solyc07g055950.2.1	11530	1398	3721	42380	6407	6237	11908	224	8311	3835	3928
Solyc07g055960.2.1	6	1	0	2	2	2	12	3	3	0	11
Solyc07g055970.1.1	2	0	6	0	2	8	23	0	4	0	4
Solyc07g055980.2.1	1350	233	220	1155	670	511	815	601	552	690	844
Solyc07g055990.2.1	10	257	13	2	0	188	20	18	7	2	22
Solyc07g056000.2.1	439	1518	94	734	78	40	1416	924	228	622	326
Solyc07g056010.2.1	5727	650	341	3320	1237	1138	1823	1734	2172	1980	2115
Solyc07g056020.2.1	12378	1112	1102	7134	8960	5113	5870	6863	8291	6854	8914
Solyc07g056030.2.1	7528	1390	941	5485	6760	7897	4231	7943	8375	8691	8046
Solyc07g056040.2.1	4816	1440	1218	6347	1924	578	2690	3783	2109	2802	1804
Solyc07g056050.1.1	6886	696	450	7762	1791	2845	2835	1617	3084	2669	2529
Solyc07g056060.2.1	379	38	41	103	68	56	78	44	112	37	46
Solyc07g056070.1.1	342	180	195	209	156	93	563	279	196	212	346
Solyc07g056080.1.1	16	24	4	2	0	0	20	16	2	2	256
Solyc07g056090.1.1	8	24	7	0	0	0	34	4	5	6	26
Solyc07g056100.1.1	2	2	0	0	0	0	0	0	0	0	30
Solyc07g056110.2.1	5327	1003	285	1505	600	1149	1784	1641	1815	1962	2683
Solyc07g056120.2.1	505	170	103	196	12	27	353	1227	549	439	554
Solyc07g056130.1.1	0	0	0	4	0	0	4	0	0	0	0
Solyc07g056140.2.1	13887	1280	1009	7899	4877	3526	6988	1435	6352	4159	6220
Solyc07g056150.2.1	8318	1426	857	8240	1941	1218	4844	1114	2137	2373	3750
Solyc07g056160.2.1	20	3	40	0	14	68	40	22	128	18	108
Solyc07g056170.2.1	240	30	24	20	74	102	62	80	112	50	346
Solyc07g056180.1.1	0	2	9	32	0	0	11	0	0	2	2
Solyc07g056190.2.1	51	311	102	358	33	0	324	609	104	981	189
Solyc07g056200.2.1	20	270	101	26	0	12	485	108	12	178	460
Solyc07g056210.2.1	22	1450	378	51	0	25	259	38	62	113	993
Solyc07g056220.2.1	3436	567	330	3363	1808	1820	1940	2731	2548	2536	2773
Solyc07g056230.2.1	14	13	20	10	0	5	77	4	10	3	11
Solyc07g056240.2.1	3077	421	167	501	14	36	1528	95	215	250	1707
Solyc07g056250.2.1	96	14	30	12	10	12	79	24	25	12	26
Solyc07g056260.2.1	3308	377	380	1871	3882	1839	1327	3223	2851	2652	2513
Solyc07g056270.2.1	6149	779	701	6472	2886	1212	2135	1403	2785	3058	2005
Solyc07g056280.2.1	4318	1626	849	2472	2297	2051	3931	2020	2324	1852	3400
Solyc07g056290.1.1	0	0	0	0	0	0	1	0	0	2	0
Solyc07g056300.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc07g056310.2.1	641	56	42	140	80	94	641	142	202	465	154
Solyc07g056320.2.1	7914	1774	222	3324	877	2227	2022	9425	3689	6194	2249
Solyc07g056330.2.1	128	73	82	58	74	79	208	115	156	194	299
Solyc07g056340.2.1	3627	711	413	1563	1915	3131	1680	4837	4143	4393	5504
Solyc07g056350.2.1	11627	1404	949	10501	2199	2318	5757	3423	4308	4562	3789
Solyc07g056360.1.1	246	10	39	2	0	0	148	24	64	26	61
Solyc07g056370.2.1	2135	1055	910	1174	713	775	3269	3433	1897	1939	1919
Solyc07g056380.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc07g056390.2.1	5230	929	397	3318	826	1200	2450	887	1335	1767	1801
Solyc07g056400.1.1	412	293	128	209	293	96	713	134	207	1047	269
Solyc07g056410.2.1	16	7	6	14	34	92	49	24	76	43	125
Solyc07g056420.2.1	6223	3475	1693	4306	740	2538	12361	4123	4852	7782	20505
Solyc07g056430.2.1	370	226	3039	3068	23	2	5647	291	157	221	871
Solyc07g056440.2.1	138	125	1182	195	9	2	2382	54	12	53	182
Solyc07g056450.2.1	10	8	130	0	0	0	123	8	0	0	12
Solyc07g056460.2.1	456	29	30	153	0	0	174	6	49	38	75
Solyc07g056470.2.1	386	206	334	1384	569	73	741	103	150	139	739
Solyc07g056480.2.1	111467	15273	11500	66675	8039	658	53305	1643	11576	4929	24043
Solyc07g056490.2.1	6275	1105	896	3058	1834	1350	3616	3668	2420	3453	5855
Solyc07g056500.2.1	30897	2837	469	4570	557	528	6570	1572	4024	701	10250
Solyc07g056510.2.1	32	138	12	0	1	16	11	184	125	181	192
Solyc07g056520.2.1	1610	321	207	999	1095	1147	821	1770	1706	1685	1655
Solyc07g056530.2.1	318	23	23	211	77	104	148	88	141	99	115
Solyc07g056540.2.1	28207	3378	1451	754	20404	7521	18817	16954	18785	26784	16466
Solyc07g056550.2.1	3743	744	338	2188	1056	1363	1547	2173	1790	1594	2747
Solyc07g056560.2.1	76	25	17	82	1	0	165	30	20	11	26
Solyc07g056570.1.1	173	184	113	191	143	287	489	1130	646	747	287
Solyc07g056580.2.1	832	195	137	686	825	492	482	920	985	1242	781
Solyc07g056590.2.1	1355	200	199	1160	644	531	747	594	813	676	572
Solyc07g056600.1.1	0	88	3	23	4	2	39	9	10	104	19
Solyc07g056610.1.1	6	1	8	26	26	34	31	4	13	0	198
Solyc07g056620.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc07g056630.2.1	1222	342	193	838	1121	960	1101	1033	1056	1409	1288
Solyc07g056640.1.1	23	68	14	0	0	2	132	217	69	41	5
Solyc07g056650.2.1	3540	159	561	3703	1338	745	2970	351	1114	1204	1340
Solyc07g056660.2.1	5779	830	743	6668	4812	3565	3229	4099	4414	4810	5068
Solyc07g056670.2.1	159	3	8	6	8	24	39	8	10	6	48
Solyc07g056680.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc07g056690.1.1	0	3	3	0	0	5	2	0	0	0	2
Solyc07g056700.1.1	0	1	0	0	0	0	2	0	0	0	0
Solyc07g061700.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc07g061710.1.1	0	0	1	0	0	0	1	0	0	0	2
Solyc07g061720.2.1	964	10	12	30	8	57	63	14	30	46	200
Solyc07g061730.2.1	72	2	20	22	14	146	14	20	72	122	598
Solyc07g061740.2.1	631	105	36	6	33	26	233	77	246	327	351
Solyc07g061750.2.1	598	14	256	292	171	397	102	63	224	98	154
Solyc07g061760.1.1	193	2	20	18	2	4	16	4	31	18	33
Solyc07g061770.2.1	62	2	23	0	0	3	36	4	11	3	24
Solyc07g061780.2.1	1733	321	324	1304	1169	1673	1018	2977	2770	2434	1945
Solyc07g061790.2.1	7453	817	758	2278	5537	1198	4809	2621	2938	2858	2406
Solyc07g061800.2.1	4272	167	437	330	968	70	801	596	2042	1444	98
Solyc07g061810.1.1	123	53	2	0	1	4	135	20	12	10	75
Solyc07g061820.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc07g061830.1.1	4	5	2	0	0	0	12	0	0	0	0
Solyc07g061840.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc07g061850.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc07g061860.1.1	0	0	47	111	0	0	56	0	12	0	14
Solyc07g061870.1.1	12	6	2	8	2	0	16	7	4	5	12
Solyc07g061880.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc07g061890.1.1	150	0	4	0	2	0	71	4	4	2	0
Solyc07g061900.2.1	2720	394	533	1446	2873	1132	2203	1151	2331	1900	1166
Solyc07g061910.1.1	8	3	2	0	0	1	11	32	24	13	10
Solyc07g061920.2.1	435	29	30	0	28	68	163	145	120	95	57
Solyc07g061930.1.1	237	183	148	14	6	11	671	143	166	170	386
Solyc07g061940.2.1	5214	1152	675	3114	7035	7040	3337	9856	8831	10734	23417
Solyc07g061950.2.1	1920	806	352	2381	1942	2913	1905	2715	2166	2624	2723
Solyc07g061960.2.1	2612	858	244	505	391	449	1704	1116	970	933	1411
Solyc07g061970.2.1	1057	217	254	786	336	256	1184	210	371	460	778
Solyc07g061980.1.1	6	0	0	0	4	0	1	10	0	4	0
Solyc07g061990.2.1	3455	285	123	932	733	494	1175	410	695	872	2158
Solyc07g062000.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc07g062010.1.1	0	0	1	0	0	0	1	0	0	0	2
Solyc07g062020.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc07g062030.2.1	1022	169	114	769	569	349	543	349	382	515	343
Solyc07g062040.2.1	79	135	88	33	69	124	254	228	132	117	171
Solyc07g062050.2.1	1113	135	134	945	401	496	531	748	737	573	896
Solyc07g062060.2.1	3861	644	407	1662	679	576	1975	713	907	981	1895
Solyc07g062070.2.1	756	74	91	892	685	726	279	475	781	707	889
Solyc07g062080.2.1	3590	1109	528	2867	1578	2890	3714	1280	1929	2076	3361
Solyc07g062090.1.1	8	1	3	4	0	0	6	0	2	6	2
Solyc07g062100.2.1	351	17	40	450	26	13	92	0	14	4	51
Solyc07g062110.2.1	1312	268	196	1177	760	666	798	804	936	1062	1018
Solyc07g062120.2.1	435	52	50	265	143	70	201	298	236	185	217
Solyc07g062130.2.1	39605	7916	2111	19665	4629	5489	8912	5940	8725	9281	5431
Solyc07g062140.2.1	581	91	168	1454	561	542	809	492	971	590	1014
Solyc07g062150.2.1	418	123	113	429	287	296	385	342	252	327	401
Solyc07g062160.2.1	1920	441	275	1133	397	709	1980	642	860	1043	1417
Solyc07g062170.1.1	2392	156	126	1421	534	394	668	1493	1276	2086	434
Solyc07g062180.2.1	1267	257	252	1308	844	539	794	497	710	695	765
Solyc07g062190.2.1	7019	793	308	900	666	614	2563	2142	2157	2203	2430
Solyc07g062200.1.1	0	0	4	0	0	0	2	0	0	15	0
Solyc07g062210.2.1	74	2	13	0	10	24	97	41	60	47	6
Solyc07g062220.2.1	110	90	11	114	40	92	169	339	208	130	210
Solyc07g062230.2.1	0	0	0	0	0	0	0	0	2	0	0
Solyc07g062240.1.1	0	1	0	0	0	0	0	0	0	0	0
Solyc07g062250.2.1	4358	1282	534	1480	907	923	2703	3989	3288	3237	3945
Solyc07g062260.2.1	168	63	46	30	46	17	189	279	108	296	75
Solyc07g062270.2.1	1142	208	105	878	236	218	438	555	485	746	512
Solyc07g062280.2.1	391	138	34	18	10	12	430	234	153	102	192
Solyc07g062290.2.1	110	18	9	0	34	10	103	57	90	76	157
Solyc07g062300.2.1	1525	342	426	1325	1024	967	1918	995	1420	1653	1375
Solyc07g062310.2.1	2757	592	283	499	591	616	1473	601	1227	1178	1593
Solyc07g062320.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc07g062330.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc07g062340.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc07g062350.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc07g062360.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc07g062370.1.1	0	0	0	0	0	2	0	0	0	0	0
Solyc07g062380.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc07g062390.2.1	1029	780	608	717	636	641	2405	692	1130	1207	1138
Solyc07g062400.2.1	415	137	66	195	222	147	296	853	797	853	483
Solyc07g062410.2.1	1264	189	291	733	258	270	674	479	702	677	961
Solyc07g062420.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc07g062430.2.1	1358	304	194	890	342	291	856	376	574	468	848
Solyc07g062440.1.1	247	109	78	62	206	228	335	521	376	406	359
Solyc07g062450.2.1	616	123	112	648	246	174	425	194	243	207	392
Solyc07g062460.2.1	40	6	6	4	0	0	29	9	9	20	6
Solyc07g062470.2.1	1065	36	26	109	181	121	444	70	75	131	158
Solyc07g062480.1.1	966	156	27	4	5	0	575	42	444	203	297
Solyc07g062490.1.1	2670	278	89	126	507	486	1018	51	2090	310	5291
Solyc07g062500.2.1	865	646	2018	2802	6799	2966	5947	1344	3531	1287	4377
Solyc07g062510.2.1	9578	1780	1099	10469	66	59	7073	617	1637	565	5707
Solyc07g062520.2.1	8232	174	718	466	180	186	3348	444	288	382	900
Solyc07g062530.2.1	48	29	7	0	46	46	27	1326	120	82	26
Solyc07g062540.2.1	1190	344	256	958	824	973	957	791	1007	1035	1220
Solyc07g062550.2.1	1714	92	236	361	71	54	1180	161	514	429	372
Solyc07g062560.2.1	0	7	0	0	0	12	0	0	0	0	0
Solyc07g062570.2.1	11274	2436	1317	8420	1658	2014	8893	1652	2521	2183	6816
Solyc07g062580.2.1	3589	486	349	1820	1220	1183	1844	1003	2701	1802	1261
Solyc07g062590.2.1	1022	181	85	581	217	321	495	340	289	302	598
Solyc07g062600.2.1	2632	705	383	1903	1289	1270	1924	1538	1922	1805	1758
Solyc07g062610.2.1	1785	570	593	3012	2271	1924	3265	2240	2172	2491	1623
Solyc07g062620.2.1	1847	560	441	2155	1479	1493	1935	1327	1660	2066	1783
Solyc07g062630.1.1	4	241	29	16	22	79	111	77	182	430	50
Solyc07g062640.2.1	1694	428	264	1107	661	409	1261	1260	1164	1407	1309
Solyc07g062650.2.1	18991	4897	2993	17051	7150	6375	13255	5759	10144	9433	8850
Solyc07g062660.2.1	2774	422	308	1739	2014	2415	1197	2561	2741	2988	3074
Solyc07g062670.1.1	0	0	2	0	0	0	1	0	2	0	38
Solyc07g062680.1.1	117	29	99	147	123	191	218	102	554	204	200
Solyc07g062690.1.1	4	23	2	3	0	0	20	0	0	2	0
Solyc07g062700.2.1	23181	14193	4282	26571	2823	4344	21108	8411	8776	9049	11162
Solyc07g062710.2.1	324	4	35	252	317	197	168	24	368	116	95
Solyc07g062720.1.1	100	10	24	46	18	2	37	34	50	52	16
Solyc07g062730.1.1	581	156	213	350	752	619	840	1942	2140	1578	993
Solyc07g062740.2.1	256	81	18	46	50	86	149	196	192	111	116
Solyc07g062750.2.1	185	32	44	60	26	28	127	169	123	137	84
Solyc07g062760.1.1	1037	70	50	901	842	1195	158	1007	1369	1099	881
Solyc07g062770.2.1	1172	360	225	715	319	478	1117	523	659	690	899
Solyc07g062780.2.1	412	96	99	314	58	89	369	120	190	205	388
Solyc07g062790.1.1	6	4	1	0	0	0	3	0	8	0	16
Solyc07g062800.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc07g062810.2.1	63	18	30	4	22	6	49	25	38	41	37
Solyc07g062820.1.1	187	53	53	66	150	171	87	360	253	350	214
Solyc07g062830.1.1	1	0	0	0	0	0	1	0	0	0	1
Solyc07g062840.2.1	0	17	52	12	0	8	17	27	35	22	86
Solyc07g062850.2.1	819	59	46	358	316	212	201	723	618	441	735
Solyc07g062860.2.1	550	387	236	242	173	130	1505	450	455	368	584
Solyc07g062870.2.1	3026	416	496	1291	1754	813	1799	409	969	1347	1002
Solyc07g062880.2.1	1342	419	223	775	334	522	1152	873	822	1054	1038
Solyc07g062890.2.1	702	491	163	159	78	93	885	310	290	186	480
Solyc07g062900.2.1	232	31	21	141	43	41	79	71	96	22	175
Solyc07g062910.2.1	666	344	66	191	26	21	684	295	297	104	601
Solyc07g062920.2.1	2544	539	466	2328	1335	1339	1679	1789	1594	1543	1899
Solyc07g062930.2.1	25	7	19	8	90	54	29	131	58	59	50
Solyc07g062940.2.1	2397	311	200	2268	1082	1133	948	1254	1489	1426	1604
Solyc07g062950.2.1	945	258	127	80	264	257	635	447	497	598	598
Solyc07g062960.1.1	4	3	2	0	4	0	10	9	20	19	0
Solyc07g062970.2.1	1251	366	102	190	226	340	856	330	763	752	1158
Solyc07g062980.2.1	910	204	346	155	670	132	527	285	245	425	146
Solyc07g062990.1.1	0	1	0	0	0	0	0	1	0	0	0
Solyc07g063000.2.1	2297	1141	706	2388	2630	1889	2142	2185	3114	3139	2096
Solyc07g063010.2.1	4779	1560	592	2175	810	380	3218	2176	2571	1821	2840
Solyc07g063020.1.1	24	10	16	16	14	8	115	14	28	24	39
Solyc07g063030.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc07g063040.2.1	5976	966	721	6269	2876	3216	2567	1913	2991	3063	3987
Solyc07g063050.1.1	2969	736	547	3899	2050	1439	2265	1903	2183	1916	4032
Solyc07g063060.1.1	5	1	1	0	0	0	4	5	3	2	0
Solyc07g063070.1.1	767	226	153	522	120	235	620	154	166	188	407
Solyc07g063080.2.1	176	18	57	324	140	110	91	86	170	188	151
Solyc07g063090.1.1	340	36	12	287	22	2	32	0	14	0	97
Solyc07g063100.2.1	23624	7586	4875	26789	23066	22647	21060	21592	25620	18605	20466
Solyc07g063110.2.1	580	167	109	610	421	327	490	502	561	614	582
Solyc07g063120.2.1	7887	507	302	1887	483	596	2469	667	1100	892	2812
Solyc07g063130.2.1	11960	1608	1406	11812	8144	6817	6935	2456	6121	6113	4352
Solyc07g063140.1.1	616	152	126	172	18	24	598	97	175	197	220
Solyc07g063150.2.1	791	176	174	1012	424	455	791	415	439	552	578
Solyc07g063160.2.1	1314	412	133	102	12	6	862	374	349	248	912
Solyc07g063170.1.1	101	65	27	12	0	0	76	92	25	17	74
Solyc07g063180.2.1	344	33	94	490	8	14	413	10	70	43	48
Solyc07g063190.2.1	6523	1737	2080	3986	1798	744	7703	1925	3631	3232	4529
Solyc07g063200.1.1	1339	283	175	1752	268	228	894	280	455	610	778
Solyc07g063210.2.1	69	473	19	18	0	0	45	0	26	28	8
Solyc07g063220.2.1	407	157	52	270	134	164	355	313	275	316	312
Solyc07g063230.2.1	1367	152	256	1161	958	1136	752	798	1041	1355	1149
Solyc07g063240.2.1	1408	219	163	1862	337	213	743	519	337	394	580
Solyc07g063250.2.1	964	418	331	799	181	149	1426	170	172	199	1378
Solyc07g063260.2.1	5045	1105	877	6678	2662	1804	4149	2118	2691	2262	2947
Solyc07g063270.2.1	6271	1553	1682	8028	6922	5484	5708	9832	9136	10058	14015
Solyc07g063280.1.1	0	0	13	20	16	6	4	10	3	16	12
Solyc07g063290.2.1	196	75	47	26	22	22	197	103	71	88	142
Solyc07g063300.2.1	1800	295	225	1157	470	289	1103	550	792	770	910
Solyc07g063310.2.1	768	311	103	138	276	376	374	1375	796	839	1397
Solyc07g063320.2.1	23	12	2	0	0	0	25	6	16	30	6
Solyc07g063330.2.1	4439	842	514	3829	1294	1646	2804	1405	1755	1720	2312
Solyc07g063340.2.1	6570	1579	1109	4582	595	470	6533	1353	1847	2614	2183
Solyc07g063350.2.1	5061	307	610	10238	1027	1594	4126	1809	2173	1142	840
Solyc07g063360.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc07g063370.2.1	0	0	0	4	33	8	0	0	0	12	0
Solyc07g063380.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc07g063390.2.1	715	138	243	684	112	134	1267	451	424	544	1226
Solyc07g063400.2.1	0	0	0	0	0	4	0	0	0	0	0
Solyc07g063410.2.1	310	194	61	540	42	396	256	2770	608	892	664
Solyc07g063420.2.1	411	70	34	0	22	108	179	44	76	80	314
Solyc07g063430.2.1	11932	2358	2926	16230	7684	5651	10151	13585	9778	15231	12208
Solyc07g063440.2.1	4384	688	457	4827	1700	1977	2374	2413	2776	2355	2971
Solyc07g063450.1.1	699	116	73	470	229	166	239	869	541	426	727
Solyc07g063460.1.1	4508	2607	1727	4624	2652	1711	7062	3288	3969	4567	2651
Solyc07g063470.1.1	44	131	72	148	16	0	69	586	101	134	88
Solyc07g063480.2.1	715	200	124	780	293	441	955	291	495	498	464
Solyc07g063490.2.1	18	36	5	0	6	3	52	3	8	0	15
Solyc07g063500.2.1	62	3	8	12	12	28	15	6	14	39	16
Solyc07g063510.2.1	357	77	50	94	239	174	188	373	349	209	408
Solyc07g063520.2.1	18053	3414	1641	12533	2509	1962	7561	2421	4923	4028	4852
Solyc07g063530.2.1	2987	512	402	1020	833	571	1822	1060	1245	1116	2144
Solyc07g063540.2.1	686	200	259	208	20	5	992	153	119	175	394
Solyc07g063550.2.1	3596	1003	753	9375	2924	4005	3434	3013	3400	3292	4419
Solyc07g063560.2.1	32	40	147	138	74	22	167	32	37	58	96
Solyc07g063570.2.1	2915	647	514	2273	1063	815	2495	853	1123	874	1747
Solyc07g063580.2.1	1253	260	227	1032	16	30	1018	33	70	70	947
Solyc07g063590.2.1	4658	532	400	2384	1081	722	1719	1735	2250	1639	2236
Solyc07g063600.2.1	16704	1110	4964	21414	9588	8796	26712	238	16919	5941	15957
Solyc07g063610.2.1	1354	223	51	34	12	10	606	181	314	264	745
Solyc07g063620.2.1	404	257	49	810	44	272	297	174	180	276	98
Solyc07g063630.2.1	4587	1078	743	5747	2016	1720	3597	2527	2758	2523	2999
Solyc07g063640.1.1	477	285	131	236	15	4	885	145	116	135	94
Solyc07g063650.2.1	3355	716	360	2734	2620	2239	1875	2569	3089	3033	2766
Solyc07g063660.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc07g063670.2.1	0	0	0	0	0	0	0	0	0	0	0
Solyc07g063680.2.1	3417	1098	730	2420	601	596	3025	866	1734	1534	1833
Solyc07g063690.1.1	735	5	163	111	23	47	378	75	123	198	77
Solyc07g063700.1.1	0	2	2	0	2	0	38	0	2	10	75
Solyc07g063710.1.1	36	4	18	10	19	20	106	2	4	16	84
Solyc07g063720.1.1	35	4	5	124	65	68	34	30	46	63	146
Solyc07g063730.1.1	76	75	90	216	226	345	373	108	75	146	772
Solyc07g063740.2.1	2144	82	229	7028	238	358	1784	141	463	476	607
Solyc07g063750.2.1	240	8	6	349	139	286	42	107	189	135	415
Solyc07g063760.1.1	0	0	0	0	0	0	0	0	1	0	0
Solyc07g063770.2.1	528	53	40	162	229	359	362	140	340	313	1304
Solyc07g063780.1.1	0	0	2	4	0	18	4	2	0	12	8
Solyc07g063790.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc07g063800.1.1	0	0	0	0	0	0	0	2	0	2	0
Solyc07g063810.1.1	0	0	8	16	0	0	13	0	0	0	16
Solyc07g063820.2.1	1375	182	108	449	509	660	697	858	720	960	1011
Solyc07g063830.2.1	4	1	10	0	10	26	30	11	51	6	10
Solyc07g063840.1.1	0	0	0	0	0	0	0	0	0	0	0
Solyc07g063850.2.1	228	204	485	346	76	590	511	214	665	146	2050
Solyc07g063860.2.1	1915	301	175	196	18	24	1236	144	640	26	300
Solyc07g063870.2.1	6181	1541	1151	4646	3253	1925	5088	4716	8819	1948	7953
Solyc07g063880.2.1	69	5	190	66	60	400	162	73	21	122	446
Solyc07g063890.2.1	2575	1859	1338	1420	2180	2411	4868	3460	3917	4746	2574
Solyc07g063900.2.1	2271	989	654	758	426	391	1803	2049	2346	859	2198
Solyc07g063910.2.1	76	38	41	562	0	14	206	812	149	2	408
Solyc07g063920.2.1	6509	244	148	1324	166	18	2330	14	129	82	362
