Geneid	PI127826_F1	Elite_02	PI127826	F2-127	F2-151	F2-28	F2-411	F2-445	F2-73
mRNA:Solyc00g500284.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500285.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500286.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500287.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500288.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500289.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500290.1.1	6	4	0	0	4	0	6	6	0
mRNA:Solyc00g500291.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500292.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500293.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500294.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500295.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500296.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500297.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500298.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500299.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500300.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500301.1.1	0	0	0	0	0	0	0	1	0
mRNA:Solyc00g500302.1.1	0	0	0	0	0	0	1	0	0
mRNA:Solyc00g500303.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500304.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500305.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500306.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500307.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500308.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500309.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500310.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500311.1.1	0	0	0	0	0	0	0	2	0
mRNA:Solyc00g500312.1.1	0	0	2	2	1	0	0	3	1
mRNA:Solyc00g500313.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500314.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500315.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500316.1.1	0	0	0	4	0	0	0	0	0
mRNA:Solyc00g500317.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500318.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g012540.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500319.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500320.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500321.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500322.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500323.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500324.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500325.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500326.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500327.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500328.1.1	0	0	0	0	0	2	0	0	0
mRNA:Solyc00g500329.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500330.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500331.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500332.1.1	0	1	1	0	0	0	2	1	3
mRNA:Solyc00g500333.1.1	0	2	2	0	0	2	2	2	3
mRNA:Solyc00g500334.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500335.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500336.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500337.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500338.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500339.1.1	0	0	0	0	0	0	1	0	0
mRNA:Solyc00g500340.1.1	0	0	0	0	0	0	1	1	0
mRNA:Solyc00g500341.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500342.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500343.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500344.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500345.1.1	0	0	0	2	3	0	0	4	3
mRNA:Solyc00g500346.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500347.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500348.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500349.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500350.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500351.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500352.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g032030.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500353.1.1	72	0	112	46	10	36	40	254	50
mRNA:Solyc00g076250.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500354.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500355.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500356.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500357.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500358.1.1	0	0	0	0	4	0	0	4	1
mRNA:Solyc00g500359.1.1	0	0	0	2	4	2	0	10	2
mRNA:Solyc00g500360.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500361.1.1	0	0	19	2	2	0	2	1	4
mRNA:Solyc00g500362.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500363.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500364.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g308530.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g284510.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500365.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500366.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500367.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500368.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500369.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500370.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500371.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500372.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500373.1.1	118	186	6	44	0	44	48	0	62
mRNA:Solyc00g500374.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500375.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g006650.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500376.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500377.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500378.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500379.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500380.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500381.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500382.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500383.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500384.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500385.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500386.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500387.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500388.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500389.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500390.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500391.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500392.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500393.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500394.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500395.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500396.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500397.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500398.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500399.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500400.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500401.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500402.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500403.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g007920.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g007940.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g007930.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500404.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500405.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500406.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500407.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500408.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc00g500409.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc01g004000.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc01g004002.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc01g004004.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc01g004006.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc01g004008.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc01g005000.3.1	24	542	0	28	18	150	44	26	18
mRNA:Solyc01g005010.4.1	197	136	18	86	112	236	662	130	292
mRNA:Solyc01g005020.3.1	5933	6991	6558	4034	3232	5303	4617	4416	5878
mRNA:Solyc01g005030.4.1	3055	2966	3027	1825	2012	2490	2509	2090	3127
mRNA:Solyc01g005040.3.1	261	2	0	85	0	98	28	2	4
mRNA:Solyc01g005050.4.1	1	0	0	2	0	0	0	0	0
mRNA:Solyc01g005060.3.1	158	200	16	34	10	42	16	42	16
mRNA:Solyc01g005070.3.1	0	3	0	0	0	2	0	0	0
mRNA:Solyc01g005080.3.1	4357	6479	2690	1711	1249	2211	2911	1784	2653
mRNA:Solyc01g005090.3.1	0	0	12	0	0	6	0	0	0
mRNA:Solyc01g005100.4.1	481	904	439	131	108	353	290	74	199
mRNA:Solyc01g005110.3.1	567	954	518	66	27	170	89	48	144
mRNA:Solyc01g005120.3.1	271	121	174	144	471	248	446	407	131
mRNA:Solyc01g005130.2.1	953	2089	1003	407	343	1166	826	404	1021
mRNA:Solyc01g005140.3.1	296	0	0	8	0	18	53	4	77
mRNA:Solyc01g005150.3.1	0	142	0	0	2	46	6	2	5
mRNA:Solyc01g005160.4.1	22	4	6	6	2	6	0	2	8
mRNA:Solyc01g005210.4.1	8574	2582	4695	9422	7657	5368	6365	5299	6154
mRNA:Solyc01g005180.1.1	21	26	0	7	21	16	34	5	14
mRNA:Solyc01g005220.3.1	634	357	30	280	181	249	303	384	359
mRNA:Solyc01g005230.4.1	2732	8	140	0	0	12	2	0	32
mRNA:Solyc01g005240.4.1	3972	3200	1846	984	1047	1763	1541	1001	1394
mRNA:Solyc01g005250.4.1	1730	2894	1422	571	603	2491	1405	765	1494
mRNA:Solyc01g005253.1.1	221	339	380	221	250	417	286	229	514
mRNA:Solyc01g005257.1.1	1520	2687	1976	545	467	1251	932	633	1108
mRNA:Solyc01g005280.3.1	867	2827	8889	1385	1483	3723	3120	1481	3030
mRNA:Solyc01g005290.4.1	729	2419	525	34	86	1701	1077	112	1312
mRNA:Solyc01g005300.4.1	2251	381	3925	13066	16421	17889	12337	16780	16778
mRNA:Solyc01g005310.3.1	4	2	6	3	2	4	6	0	3
mRNA:Solyc01g005320.2.1	12	135	23	48	0	10	24	10	17
mRNA:Solyc01g005330.3.1	4491	8925	7689	5138	3140	7734	6701	5920	6159
mRNA:Solyc01g005340.3.1	3954	3011	4348	3132	1810	3464	3050	2602	4161
mRNA:Solyc01g005350.4.1	4627	25464	170	10	27	2888	4078	0	3801
mRNA:Solyc01g005360.4.1	425	1801	0	0	0	424	142	0	447
mRNA:Solyc01g005370.3.1	452	622	1036	362	154	343	336	350	426
mRNA:Solyc01g005380.3.1	451	721	269	96	80	523	291	83	315
mRNA:Solyc01g005390.3.1	16	6	0	0	0	7	0	2	10
mRNA:Solyc01g005400.3.1	26	138	0	10	8	29	65	22	8
mRNA:Solyc01g005410.4.1	1292	1761	188	1504	642	270	698	1634	287
mRNA:Solyc01g005420.2.1	594	278	142	0	0	298	254	0	204
mRNA:Solyc01g005430.3.1	839	866	1148	533	295	425	411	412	416
mRNA:Solyc01g005440.4.1	3639	6738	2180	3255	1044	3345	4862	3129	2884
mRNA:Solyc01g005450.3.1	112	75	12	52	25	98	79	30	176
mRNA:Solyc01g005460.4.1	161	428	192	48	40	144	67	73	83
mRNA:Solyc01g005470.3.1	3929	533	480	3472	329	985	202	235	1152
mRNA:Solyc01g005480.3.1	608	487	462	276	130	255	218	244	204
mRNA:Solyc01g005490.3.1	2124	3149	2696	1051	588	2035	1193	796	2008
mRNA:Solyc01g005500.3.1	122	108	4	4	0	38	8	4	32
mRNA:Solyc01g005510.3.1	14	8	40	24	2	8	0	2	4
mRNA:Solyc01g005520.4.1	3871	7189	2996	1176	680	2646	2013	1084	2423
mRNA:Solyc01g005530.3.1	164	221	53	49	48	89	78	24	85
mRNA:Solyc01g005540.4.1	897	1564	1360	582	584	1695	807	650	1373
mRNA:Solyc01g005550.3.1	4802	5529	3069	2286	1557	4097	4414	3377	2412
mRNA:Solyc01g005560.3.1	22854	13331	43943	18958	6066	25072	14902	11599	21766
mRNA:Solyc01g005570.4.1	1146	1825	1397	681	695	1134	1259	589	980
mRNA:Solyc01g005580.2.1	1844	4315	2908	1522	1033	2081	1741	1193	1974
mRNA:Solyc01g005590.2.1	600	2134	3534	2	10	84	134	78	36
mRNA:Solyc01g005600.4.1	2739	3213	3285	1376	1063	1499	1519	1277	1594
mRNA:Solyc01g005610.4.1	0	4	0	2	0	0	1	0	0
mRNA:Solyc01g005620.3.1	7470	18798	9326	2782	2367	9643	6077	4360	6210
mRNA:Solyc01g005630.3.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc01g005640.4.1	1009	926	549	474	336	424	542	402	623
mRNA:Solyc01g005650.3.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc01g005660.3.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc01g005670.3.1	360	551	158	86	56	178	147	80	72
mRNA:Solyc01g005680.4.1	74	66	0	16	14	40	28	24	30
mRNA:Solyc01g005690.3.1	1454	3858	4980	1568	1036	2879	2694	1578	1456
mRNA:Solyc01g005700.3.1	807	1158	832	708	612	973	1005	864	660
mRNA:Solyc01g005710.2.1	0	0	0	1	0	7	8	0	2
mRNA:Solyc01g005720.3.1	19	10	9	11	4	29	42	31	19
mRNA:Solyc01g005730.3.1	477	2692	16	638	674	902	1076	2253	868
mRNA:Solyc01g005740.3.1	8	0	0	10	5	5	11	6	3
mRNA:Solyc01g005750.1.1	8	0	0	0	0	0	0	4	0
mRNA:Solyc01g005760.3.1	1483	3010	194	747	215	1344	832	882	652
mRNA:Solyc01g005770.3.1	27	35	14	16	18	25	43	6	30
mRNA:Solyc01g150100.1.1	0	0	0	0	0	0	2	0	0
mRNA:Solyc01g005780.1.1	76	66	32	15	8	19	15	2	8
mRNA:Solyc01g005783.1.1	4	17	0	9	28	11	25	32	12
mRNA:Solyc01g005787.1.1	30	51	27	64	86	73	92	124	68
mRNA:Solyc01g005790.1.1	312	351	236	348	435	266	412	394	420
mRNA:Solyc01g005800.3.1	49	83	62	38	124	69	54	232	57
mRNA:Solyc01g005810.3.1	2152	2126	870	655	728	1265	1841	541	641
mRNA:Solyc01g005820.4.1	8342	8107	5882	4521	5074	5131	6028	5420	4694
mRNA:Solyc01g005830.4.1	399	853	780	475	349	599	622	470	323
mRNA:Solyc01g005840.3.1	554	478	486	334	313	699	476	351	488
mRNA:Solyc01g005850.2.1	30	27	20	14	22	8	14	0	20
mRNA:Solyc01g005860.2.1	0	0	0	0	0	0	6	1	2
mRNA:Solyc01g005870.3.1	6	0	0	0	4	66	119	0	2
mRNA:Solyc01g005880.1.1	0	0	1	0	0	0	0	0	0
mRNA:Solyc01g005890.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc01g005900.2.1	249	502	242	88	46	92	84	75	68
mRNA:Solyc01g005910.3.1	838	1679	685	435	565	1001	812	336	472
mRNA:Solyc01g005920.3.1	677	527	736	750	334	639	553	944	564
mRNA:Solyc01g005930.3.1	801	312	332	720	664	396	491	452	460
mRNA:Solyc01g005940.4.1	0	0	0	0	0	0	2	0	0
mRNA:Solyc01g005950.4.1	2543	4091	2662	905	653	2077	1710	1065	1139
mRNA:Solyc01g005960.3.1	3562	4049	5294	1893	1560	3353	2791	2167	2431
mRNA:Solyc01g005970.3.1	810	1068	731	705	732	820	693	872	636
mRNA:Solyc01g005980.4.1	268	954	714	94	66	244	238	144	40
mRNA:Solyc01g005985.1.1	3302	14926	15687	1268	1234	5354	2225	1335	1740
mRNA:Solyc01g006000.3.1	1071	1449	1134	427	378	856	837	263	291
mRNA:Solyc01g006010.3.1	889	727	856	535	467	578	664	296	299
mRNA:Solyc01g006020.4.1	2392	1019	1444	786	979	2447	1896	832	1244
mRNA:Solyc01g006040.3.1	2084	2191	2131	896	835	1410	1664	913	910
mRNA:Solyc01g006050.2.1	839	684	114	142	430	170	759	908	182
mRNA:Solyc01g006055.1.1	6	6	0	2	2	2	4	0	0
mRNA:Solyc01g006080.2.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc01g006090.3.1	304	197	96	136	128	246	74	48	70
mRNA:Solyc01g006100.4.1	125	416	248	114	38	516	87	120	152
mRNA:Solyc01g006110.3.1	3160	5312	2043	1196	1000	1786	1096	1191	1067
mRNA:Solyc01g006120.4.1	7406	13984	12912	5653	5573	9143	7023	7237	6581
mRNA:Solyc01g006130.4.1	1192	2629	742	306	302	1145	332	274	596
mRNA:Solyc01g006140.4.1	382	924	312	126	132	452	141	111	260
mRNA:Solyc01g006150.3.1	467	1101	406	180	403	868	375	258	524
mRNA:Solyc01g006160.3.1	4010	5207	3288	4950	4687	5495	4334	3790	3624
mRNA:Solyc01g006170.4.1	777	911	498	566	480	663	404	292	312
mRNA:Solyc01g006180.4.1	546	569	351	461	586	594	388	397	502
mRNA:Solyc01g006190.3.1	3236	3612	2656	1777	1458	2350	1741	1678	1869
mRNA:Solyc01g006200.3.1	247	281	136	8	20	94	18	33	34
mRNA:Solyc01g006210.4.1	56	138	119	30	22	48	40	38	42
mRNA:Solyc01g006220.3.1	391	627	627	322	408	516	546	295	460
mRNA:Solyc01g006230.3.1	2806	3378	2309	1714	1304	2163	1516	1468	1481
mRNA:Solyc01g006240.3.1	14	206	6	0	14	32	16	2	16
mRNA:Solyc01g006250.2.1	52	84	30	74	68	89	97	106	78
mRNA:Solyc01g006260.4.1	144	178	226	74	84	122	84	65	56
mRNA:Solyc01g006270.2.1	1063	1698	4015	722	360	1025	614	723	669
mRNA:Solyc01g006280.3.1	6151	10409	18749	6755	3436	9181	6482	7003	6483
mRNA:Solyc01g006290.4.1	37864	139990	45691	28312	3712	28102	18091	15874	21012
mRNA:Solyc01g006300.3.1	11734	45878	24644	7793	915	22727	5622	1925	2503
mRNA:Solyc01g006310.3.1	0	1	0	0	0	0	0	0	0
mRNA:Solyc01g006320.4.1	300	453	58	36	0	239	6	4	4
mRNA:Solyc01g006330.4.1	420	891	280	358	163	1283	602	360	827
mRNA:Solyc01g006340.3.1	541	693	225	283	299	638	284	433	217
mRNA:Solyc01g006350.4.1	6561	8093	8808	6894	5300	5871	5622	4892	5617
mRNA:Solyc01g006360.4.1	2384	2976	3445	3148	2229	2489	2313	2129	2561
mRNA:Solyc01g006370.3.1	2276	4613	6509	1220	704	4624	1821	1726	1519
mRNA:Solyc01g006380.2.1	14	20	0	2	6	56	4	0	0
mRNA:Solyc01g006390.2.1	68	9	0	0	0	0	0	0	0
mRNA:Solyc01g006400.4.1	2253	8621	1972	2530	156	3090	1358	1676	1180
mRNA:Solyc01g006410.4.1	2	0	29	0	0	0	0	0	0
mRNA:Solyc01g006420.3.1	90	0	1773	1	2	0	0	0	0
mRNA:Solyc01g006430.3.1	48346	179014	51816	12678	16594	42286	26415	27786	11637
mRNA:Solyc01g006440.2.1	29	1598	24	8	0	122	8	0	0
mRNA:Solyc01g006450.4.1	678	2202	2805	624	418	3243	858	621	1540
mRNA:Solyc01g006460.3.1	0	2	0	0	0	0	0	0	0
mRNA:Solyc01g006480.3.1	796	1056	730	296	247	386	345	348	308
mRNA:Solyc01g006490.4.1	2115	1464	1305	804	435	882	628	702	599
mRNA:Solyc01g006500.4.1	1306	1593	784	667	384	545	590	374	428
mRNA:Solyc01g006510.3.1	3295	3911	1715	494	390	1887	435	448	509
mRNA:Solyc01g006520.3.1	1312	1349	662	1172	536	1022	967	810	566
mRNA:Solyc01g006530.1.1	0	1	0	16	10	0	10	0	4
mRNA:Solyc01g006540.4.1	102178	687488	159065	9135	2587	65015	15029	5032	36663
mRNA:Solyc01g006550.3.1	141	8	0	0	12	20	4	4	0
mRNA:Solyc01g006555.1.1	110	262	0	3158	163	758	947	1594	140
mRNA:Solyc01g006580.4.1	781	16	252	489	20	234	417	270	1158
mRNA:Solyc01g006585.1.1	20	236	48	26	0	10	8	4	2
mRNA:Solyc01g006590.3.1	52	10	0	0	0	2	0	0	0
mRNA:Solyc01g006600.3.1	0	4	0	0	0	0	0	0	0
mRNA:Solyc01g006610.2.1	28	0	12	66	0	20	14	446	59
mRNA:Solyc01g006620.3.1	70	0	22	68	80	4	234	232	8
mRNA:Solyc01g006630.3.1	1085	2002	1919	892	839	1718	1087	989	924
mRNA:Solyc01g006640.1.1	0	25	0	8	0	0	0	0	10
mRNA:Solyc01g006650.2.1	222	461	46	96	31	181	6	18	60
mRNA:Solyc01g006660.3.1	146	198	0	123	30	236	84	36	14
mRNA:Solyc01g006670.2.1	91	36	71	94	167	513	86	94	133
mRNA:Solyc01g006680.4.1	291	221	390	738	1246	2610	946	913	1085
mRNA:Solyc01g006690.4.1	172	642	54	102	104	484	232	206	212
mRNA:Solyc01g006700.3.1	1498	2254	1614	414	356	1071	492	431	513
mRNA:Solyc01g006710.4.1	2379	2186	1053	846	920	1397	1011	908	994
mRNA:Solyc01g006720.4.1	1495	2333	36	442	1900	641	1862	476	372
mRNA:Solyc01g006730.4.1	12	14	0	0	0	9	0	8	0
mRNA:Solyc01g006740.4.1	348	198	477	377	292	270	206	100	235
mRNA:Solyc01g006750.2.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc01g006760.3.1	0	0	0	1	0	0	0	0	0
mRNA:Solyc01g006770.2.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc01g006780.4.1	12	56	0	0	1	10	0	0	0
mRNA:Solyc01g006790.3.1	39	160	16	4	3	38	10	8	2
mRNA:Solyc01g006800.4.1	5057	4796	3574	2164	1667	2677	2053	1500	2285
mRNA:Solyc01g006810.4.1	620	2061	1433	575	171	875	454	268	312
mRNA:Solyc01g006820.2.1	2001	8581	12949	3212	1454	4001	4198	3700	2841
mRNA:Solyc01g006830.3.1	2180	5487	3729	942	660	3217	1250	893	1163
mRNA:Solyc01g006840.3.1	16	18	0	26	0	2	4	24	0
mRNA:Solyc01g006845.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc01g006850.1.1	95	104	54	66	120	113	94	70	36
mRNA:Solyc01g006860.3.1	484	761	446	86	37	428	93	80	55
mRNA:Solyc01g006870.4.1	2576	7906	9289	1952	1539	2922	3124	2109	1651
mRNA:Solyc01g006880.4.1	2599	3540	2467	995	1459	1634	1155	808	900
mRNA:Solyc01g006890.3.1	657	1436	388	656	462	1117	742	972	427
mRNA:Solyc01g006900.3.1	5943	16535	5820	2343	3333	4908	3481	3312	2972
mRNA:Solyc01g006910.4.1	10	0	0	0	0	6	2	4	0
mRNA:Solyc01g006920.4.1	66	84	14	28	24	91	52	54	14
mRNA:Solyc01g006930.3.1	2057	1825	1257	878	967	626	601	951	1058
mRNA:Solyc01g006940.4.1	1019	2699	989	381	495	2407	535	484	1120
mRNA:Solyc01g006950.3.1	756	14	88	753	58	96	81	254	10
mRNA:Solyc01g006960.3.1	3424	4400	3814	1803	1322	2152	1362	1074	1832
mRNA:Solyc01g006970.4.1	2325	1827	846	615	975	1229	984	752	770
mRNA:Solyc01g006980.4.1	1310	3078	3607	860	1224	3390	1621	1608	1620
mRNA:Solyc01g006990.4.1	2222	2362	1918	678	924	1696	884	976	1108
mRNA:Solyc01g007000.4.1	63	13	328	10	2	54	10	10	1
mRNA:Solyc01g007010.2.1	526	550	161	8	4	406	6	0	5
mRNA:Solyc01g007020.4.1	1236	2562	194	21	4	839	14	8	18
mRNA:Solyc01g007030.3.1	254	86	265	81	22	209	24	26	26
mRNA:Solyc01g007040.4.1	185	60	100	2	0	177	0	0	0
mRNA:Solyc01g007050.3.1	22	2	0	0	0	2	0	2	0
mRNA:Solyc01g007060.3.1	620	942	597	163	122	551	174	155	280
mRNA:Solyc01g007070.3.1	8571	10350	3579	9329	10963	10159	10659	9976	12368
mRNA:Solyc01g007080.3.1	14	518	12	6	0	26	62	2	4
mRNA:Solyc01g007090.1.1	2	51	0	2	0	9	6	0	2
mRNA:Solyc01g007100.3.1	4070	5700	3371	2527	1729	2373	3218	1744	2648
mRNA:Solyc01g007110.3.1	2732	5844	3827	715	946	1311	1552	1270	1204
mRNA:Solyc01g007120.3.1	1853	2115	1380	868	833	1014	871	919	791
mRNA:Solyc01g007130.3.1	1152	3867	1090	1052	3060	1288	2528	1490	956
mRNA:Solyc01g007140.3.1	452	397	342	273	285	337	192	254	250
mRNA:Solyc01g007150.3.1	4221	8657	6108	2902	2528	5138	3610	3709	3362
mRNA:Solyc01g007160.4.1	14	123	42	6	2	42	18	0	9
mRNA:Solyc01g007170.4.1	67	177	354	145	211	359	227	102	154
mRNA:Solyc01g007180.3.1	262	344	100	22	16	50	20	9	10
mRNA:Solyc01g007190.3.1	181	200	83	0	16	68	2	14	4
mRNA:Solyc01g007200.2.1	41	0	0	2	0	7	0	2	0
mRNA:Solyc01g007210.3.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc01g007220.4.1	3827	6472	6	0	22	2082	0	0	16
mRNA:Solyc01g007230.4.1	343	820	536	110	82	410	114	198	136
mRNA:Solyc01g007240.3.1	18	2	0	1	0	1	0	0	0
mRNA:Solyc01g007250.4.1	826	917	250	235	330	536	238	238	214
mRNA:Solyc01g007260.3.1	152	65	0	28	82	72	70	14	10
mRNA:Solyc01g007263.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc01g007267.1.1	285	264	166	209	220	266	189	152	170
mRNA:Solyc01g007740.4.1	2467	4365	4012	780	913	2301	1051	1498	1378
mRNA:Solyc01g007750.3.1	521	487	410	131	149	346	256	264	262
mRNA:Solyc01g007760.3.1	772	1352	606	233	180	494	300	257	211
mRNA:Solyc01g007770.2.1	586	569	392	578	239	264	273	400	332
