Geneid	PI127826_F1	Elite_02	PI127826	F2-127	F2-151	F2-28	F2-411	F2-445	F2-73
mRNA:Solyc05g005890.2.1	567	1023	526	374	526	534	705	393	681
mRNA:Solyc05g005910.4.1	2	57	0	14	8	14	16	4	21
mRNA:Solyc05g005920.4.1	1163	2674	691	877	1092	642	1332	2	1358
mRNA:Solyc05g005930.3.1	670	1212	140	387	143	240	634	26	555
mRNA:Solyc05g005940.3.1	50	531	109	39	47	75	103	122	50
mRNA:Solyc05g005950.3.1	2148	9833	1482	2470	1833	1816	3491	434	2426
mRNA:Solyc05g005960.3.1	828	7267	64	838	1003	558	1384	72	1044
mRNA:Solyc05g005970.3.1	17	42	12	8	20	4	14	20	11
mRNA:Solyc05g005980.4.1	222	3523	152	116	248	236	380	26	312
mRNA:Solyc05g005990.3.1	700	1594	268	600	1312	599	1502	518	1183
mRNA:Solyc05g006000.3.1	44	139	2	48	30	82	83	20	50
mRNA:Solyc05g006010.4.1	10	4	0	6	4	8	12	0	18
mRNA:Solyc05g006020.3.1	161	218	0	109	41	201	125	8	51
mRNA:Solyc05g006030.3.1	89	1034	122	74	354	344	315	156	331
mRNA:Solyc05g006040.4.1	12	141	26	23	134	97	81	38	80
mRNA:Solyc05g006050.3.1	1441	1598	328	1012	1176	836	2012	386	1075
mRNA:Solyc05g006060.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc05g006070.4.1	633	1348	468	489	693	988	1013	164	986
mRNA:Solyc05g006080.1.1	1465	2014	2391	1043	731	1275	1277	920	1213
mRNA:Solyc05g006090.4.1	1647	2205	2612	829	941	1115	1286	749	1155
mRNA:Solyc05g006100.4.1	205	300	187	160	218	127	273	180	268
mRNA:Solyc05g006110.3.1	399	379	124	211	430	353	477	154	523
mRNA:Solyc05g006120.3.1	556	82	561	307	663	276	419	423	371
mRNA:Solyc05g006130.4.1	783	487	148	414	833	478	678	128	669
mRNA:Solyc05g006140.1.1	0	0	14	0	0	0	0	0	2
mRNA:Solyc05g006150.1.1	0	0	0	2	0	0	0	0	0
mRNA:Solyc05g006160.4.1	120	42	0	10	14	3	26	0	9
mRNA:Solyc05g006170.4.1	1946	3861	1386	1885	2269	2319	2522	1971	2299
mRNA:Solyc05g006180.3.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc05g006190.2.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc05g006200.4.1	1181	1328	1283	572	1087	724	1122	203	1160
mRNA:Solyc05g006210.3.1	42	26	30	2	10	17	15	2	44
mRNA:Solyc05g006215.1.1	1288	3133	1230	755	598	1102	985	766	938
mRNA:Solyc05g006220.3.1	169	1154	172	702	71	246	150	424	116
mRNA:Solyc05g006230.2.1	0	0	10	2	4	2	2	0	1
mRNA:Solyc05g006240.4.1	6105	5453	5417	3650	3750	3503	4289	2346	4058
mRNA:Solyc05g006250.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc05g006255.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc05g006280.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc05g006285.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc05g006290.2.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc05g006300.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc05g006310.3.1	10	0	0	4	0	0	6	0	0
mRNA:Solyc05g006320.4.1	1682	1846	857	1059	2704	1308	2831	434	1861
mRNA:Solyc05g006325.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc05g006330.2.1	42	49	0	14	6	10	9	5	15
mRNA:Solyc05g006340.3.1	4630	5592	9183	6338	7145	6498	6472	4832	10062
mRNA:Solyc05g150102.1.1	2	35	0	3	10	24	10	0	96
mRNA:Solyc05g150103.1.1	2	41	0	3	6	18	2	0	46
mRNA:Solyc05g006360.2.1	2	2	0	10	2	9	4	0	22
mRNA:Solyc05g006370.2.1	0	0	0	0	1	0	0	0	0
mRNA:Solyc05g006380.1.1	0	0	0	1	0	0	0	2	0
mRNA:Solyc05g006390.1.1	5306	9672	1044	983	3167	1750	3561	55	4727
mRNA:Solyc05g006400.2.1	4860	6567	4960	3523	5015	4044	5464	2782	5163
mRNA:Solyc05g006410.3.1	416	230	256	184	445	229	381	190	360
mRNA:Solyc05g006420.3.1	1824	2546	673	1593	421	1700	1233	948	2668
mRNA:Solyc05g006430.3.1	79	347	32	194	100	92	192	223	188
mRNA:Solyc05g006440.4.1	6255	4438	3599	1553	1380	1615	2211	437	2129
mRNA:Solyc05g006450.3.1	78	69	41	77	161	87	152	64	83
mRNA:Solyc05g006460.3.1	100	66	82	69	180	110	170	97	80
mRNA:Solyc05g006465.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc05g006470.4.1	1157	1705	1783	1007	746	1160	1079	626	1288
mRNA:Solyc05g006475.1.1	1010	1631	460	819	1250	658	1526	234	1296
mRNA:Solyc05g006490.4.1	6153	4122	2491	3956	5374	4422	4700	893	7878
mRNA:Solyc05g006500.4.1	0	0	0	0	4	0	0	0	0
mRNA:Solyc05g006510.2.1	215	297	165	211	157	241	214	90	234
mRNA:Solyc05g006520.4.1	6229	6853	18527	4110	2541	5940	4661	5135	4987
mRNA:Solyc05g006530.4.1	1073	791	448	987	992	1100	983	192	1686
mRNA:Solyc05g006540.3.1	6802	8670	6077	6818	4569	6528	6072	3383	7740
mRNA:Solyc05g006550.4.1	718	1287	290	237	335	341	705	204	163
mRNA:Solyc05g006560.1.1	735	856	1095	568	661	374	726	673	530
mRNA:Solyc05g006570.1.1	84	282	812	73	53	355	207	140	159
mRNA:Solyc05g006580.3.1	587	1094	822	322	565	266	622	87	512
mRNA:Solyc05g006590.3.1	1495	3302	2735	1940	1242	2154	1691	1895	1818
mRNA:Solyc05g006600.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc05g006605.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc05g006610.4.1	11	17	0	12	14	6	2	8	2
mRNA:Solyc05g006620.3.1	2022	2669	3040	1779	2035	1752	2145	946	1834
mRNA:Solyc05g006630.4.1	2146	1887	2851	2469	2170	1542	2651	1799	1847
mRNA:Solyc05g006640.4.1	3940	4644	5333	4098	2060	3393	2495	2135	3499
mRNA:Solyc05g006650.3.1	877	3788	1354	879	886	1653	2682	692	1197
mRNA:Solyc05g006660.4.1	4650	4081	4356	3736	1529	3640	2649	2917	3473
mRNA:Solyc05g006670.2.1	12	14	0	4	2	20	36	6	6
mRNA:Solyc05g006680.4.1	1014	1198	602	1045	1226	1190	1166	973	1259
mRNA:Solyc05g006690.3.1	8	74	0	25	80	31	43	66	33
mRNA:Solyc05g006700.4.1	16	42	24	28	6	54	8	8	8
mRNA:Solyc05g006710.3.1	618	498	347	411	768	299	583	183	512
mRNA:Solyc05g006720.1.1	103	153	22	68	196	59	148	10	123
mRNA:Solyc05g006730.4.1	1149	20016	0	221	513	1168	710	0	1187
mRNA:Solyc05g006740.4.1	518	1746	40	276	980	323	772	68	556
mRNA:Solyc05g006750.3.1	2	8	0	1	0	2	6	0	14
mRNA:Solyc05g006760.4.1	4457	1669	3003	1234	1626	1836	1675	1193	2078
mRNA:Solyc05g006770.4.1	173	689	328	230	105	512	358	287	360
mRNA:Solyc05g006780.3.1	2352	2721	2851	1553	971	1362	1186	1545	1486
mRNA:Solyc05g006790.2.1	6	4	0	18	0	1	4	0	0
mRNA:Solyc05g006800.2.1	126	289	190	224	360	408	357	108	468
mRNA:Solyc05g006810.4.1	552	1046	224	259	314	213	272	105	419
mRNA:Solyc05g006813.1.1	0	0	0	0	0	1	0	0	0
mRNA:Solyc05g006817.1.1	0	0	10	0	0	0	0	0	0
mRNA:Solyc05g006820.4.1	1019	2046	2246	1201	688	1582	1741	1356	1526
mRNA:Solyc05g006830.3.1	85	1013	65	20	29	74	86	4	46
mRNA:Solyc05g150104.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc05g150105.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc05g006850.4.1	16	78	2	22	36	68	109	28	44
mRNA:Solyc05g006855.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc05g006870.3.1	34	102	12	22	38	48	49	10	6
mRNA:Solyc05g006880.1.1	738	246	232	370	593	278	571	181	355
mRNA:Solyc05g006890.1.1	168	11	50	67	103	148	131	112	106
mRNA:Solyc05g006900.2.1	2449	617	728	1076	1370	708	1400	1142	761
mRNA:Solyc05g006910.4.1	1112	671	1180	1045	1231	928	1017	820	1317
mRNA:Solyc05g006920.4.1	134	48	0	90	112	270	476	96	295
mRNA:Solyc05g006930.3.1	453	1392	632	449	646	386	577	385	508
mRNA:Solyc05g006940.3.1	1092	1014	456	615	1097	492	914	264	1144
mRNA:Solyc05g006950.4.1	3631	5442	4195	3116	2006	3348	2992	1565	3347
mRNA:Solyc05g006960.3.1	915	847	804	668	714	721	943	886	673
mRNA:Solyc05g006965.1.1	141	161	48	60	143	111	120	5	116
mRNA:Solyc05g006980.3.1	1830	333	112	893	1691	231	739	136	583
mRNA:Solyc05g006990.3.1	46	42	4	26	12	52	34	16	42
mRNA:Solyc05g007000.4.1	8	26	62	2	0	48	8	28	16
mRNA:Solyc05g007010.3.1	168	819	1266	245	12	302	441	18	263
mRNA:Solyc05g007020.4.1	9305	4230	7511	6135	3348	3264	4176	2292	3366
mRNA:Solyc05g007030.4.1	3260	4680	3332	1695	2312	1762	2682	514	2591
mRNA:Solyc05g007040.2.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc05g007050.4.1	2450	1862	2150	2535	2243	2131	2537	2974	2208
mRNA:Solyc05g007060.4.1	4373	3642	750	2326	1845	3047	3506	229	5900
mRNA:Solyc05g007070.2.1	5522	3380	3833	6627	6273	6818	7271	5298	8168
mRNA:Solyc05g007080.4.1	19	13	1	23	4	7	14	7	20
mRNA:Solyc05g007090.4.1	675	617	465	355	340	485	500	267	517
mRNA:Solyc05g007100.3.1	550	492	196	443	408	552	453	339	453
mRNA:Solyc05g007110.2.1	355	1168	80	128	250	200	382	69	125
mRNA:Solyc05g007120.4.1	1528	5488	604	844	1915	1506	2843	648	1080
mRNA:Solyc05g007130.4.1	637	837	278	444	1094	493	1064	130	629
mRNA:Solyc05g007140.3.1	3131	3054	3454	4359	2864	2666	3256	4497	3119
mRNA:Solyc05g007150.4.1	645	2135	1245	1034	316	893	890	985	978
mRNA:Solyc05g007160.3.1	2029	1772	558	1050	2226	1333	2664	982	2122
mRNA:Solyc05g007170.3.1	116	148	12	111	80	138	252	6	369
mRNA:Solyc05g007180.3.1	1486	5241	174	1003	1092	1923	2261	1288	1274
mRNA:Solyc05g007190.4.1	1327	3217	1835	1354	1142	1050	1525	578	1456
mRNA:Solyc05g007200.4.1	1052	1312	929	511	656	717	758	733	686
mRNA:Solyc05g007210.2.1	16	180	4	2	0	62	8	8	8
mRNA:Solyc05g007220.4.1	476	889	323	296	735	294	639	49	651
mRNA:Solyc05g007230.4.1	66	28	6	32	0	14	42	2	12
mRNA:Solyc05g007240.1.1	781	1413	231	653	708	625	1053	38	561
mRNA:Solyc05g007245.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc05g007250.3.1	4375	10085	3112	2347	2386	3712	3858	70	4503
mRNA:Solyc05g007260.3.1	2192	4550	1993	1257	1585	1431	2733	348	2474
mRNA:Solyc05g007270.4.1	2429	6776	3653	1267	1411	1544	1808	776	1574
mRNA:Solyc05g007280.3.1	240	287	224	148	252	139	154	122	169
mRNA:Solyc05g007300.3.1	76	18	14	17	2	8	6	10	6
mRNA:Solyc05g007350.3.1	22	18	0	48	38	18	50	36	44
mRNA:Solyc05g007390.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc05g007410.1.1	0	4	0	4	2	11	1	0	2
mRNA:Solyc05g007420.2.1	374	657	954	425	895	589	1703	183	1098
mRNA:Solyc05g007430.4.1	274	761	502	320	482	343	584	274	464
mRNA:Solyc05g007440.3.1	2254	2345	1808	1169	2869	1377	3160	1031	2331
mRNA:Solyc05g007450.3.1	43	348	160	36	2	238	42	16	77
mRNA:Solyc05g007460.3.1	1582	1080	1259	1367	924	973	1083	678	1088
mRNA:Solyc05g007470.4.1	5174	568	826	2564	620	1220	840	622	576
mRNA:Solyc05g007480.1.1	546	693	150	397	635	512	1085	18	421
mRNA:Solyc05g007490.3.1	1394	3389	2039	723	587	1947	1617	1298	978
mRNA:Solyc05g007500.4.1	623	1560	504	586	922	805	986	402	969
mRNA:Solyc05g007510.4.1	7687	2980	4534	7401	4049	7240	4193	18270	3796
mRNA:Solyc05g007520.1.1	2	0	0	0	0	0	0	0	0
mRNA:Solyc05g007540.3.1	2	4	0	0	0	0	0	0	0
mRNA:Solyc05g007550.3.1	0	0	0	4	0	0	0	1	0
mRNA:Solyc05g007560.3.1	8315	10636	6528	2522	2132	3494	3325	1432	3183
mRNA:Solyc05g007570.4.1	1141	1626	1511	596	645	865	1112	146	846
mRNA:Solyc05g007580.1.1	754	803	562	825	442	537	638	50	535
mRNA:Solyc05g007590.4.1	396	514	207	290	538	334	649	192	542
mRNA:Solyc05g007600.1.1	84	140	14	54	137	73	140	9	99
mRNA:Solyc05g007610.2.1	424	0	18	144	12	151	24	132	16
mRNA:Solyc05g007620.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc05g007630.3.1	84	35	0	4	8	20	26	0	18
mRNA:Solyc05g007640.3.1	260	2	244	72	16	60	4	88	20
mRNA:Solyc05g007650.1.1	28	1	0	0	1	7	0	2	5
mRNA:Solyc05g007660.2.1	1180	1883	1443	1248	864	1268	1137	1164	1490
mRNA:Solyc05g007670.4.1	3700	5336	5485	2784	2917	2920	3149	2200	3162
mRNA:Solyc05g007680.1.1	922	1717	1118	310	248	502	597	52	694
mRNA:Solyc05g007690.2.1	22	148	16	10	18	10	30	0	4
mRNA:Solyc05g007700.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc05g007710.3.1	32	198	38	38	2	34	40	2	30
mRNA:Solyc05g007720.1.1	0	4	0	0	0	0	1	0	0
mRNA:Solyc05g007730.4.1	280	664	136	180	436	258	565	66	434
mRNA:Solyc05g007740.3.1	1008	934	380	1026	1700	718	1312	544	1181
mRNA:Solyc05g007750.4.1	469	689	440	281	241	446	346	228	431
mRNA:Solyc05g007760.2.1	22	75	32	31	7	97	26	14	58
mRNA:Solyc05g007770.3.1	6732	665	22	8992	2019	1610	2374	723	3287
mRNA:Solyc05g007780.3.1	864	2012	162	480	1010	1416	1081	119	2099
mRNA:Solyc05g007790.3.1	69	165	0	111	383	239	273	11	382
mRNA:Solyc05g007800.4.1	240	232	454	157	430	162	326	241	239
mRNA:Solyc05g007810.3.1	4997	5737	3049	3994	5383	2892	4795	3895	3772
mRNA:Solyc05g007820.4.1	992	922	676	784	877	712	987	577	706
mRNA:Solyc05g007830.3.1	1286	1409	1690	1175	388	4213	1224	8934	3561
mRNA:Solyc05g007840.3.1	180	507	264	146	251	263	342	67	277
mRNA:Solyc05g007850.2.1	223	431	84	374	406	228	457	24	382
mRNA:Solyc05g007870.3.1	33	121	87	64	8	28	65	108	31
mRNA:Solyc05g007880.4.1	889	3682	124	115	293	173	484	24	389
mRNA:Solyc05g007890.4.1	293	99	0	58	81	69	115	28	46
mRNA:Solyc05g007895.1.1	2613	1394	1520	196	546	287	932	27	746
mRNA:Solyc05g007910.3.1	176	276	104	96	541	153	359	14	255
mRNA:Solyc05g007920.3.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc05g007930.3.1	1178	1271	4073	1242	492	1130	932	1742	530
mRNA:Solyc05g007940.3.1	1060	1658	16	971	126	351	1167	272	716
mRNA:Solyc05g007950.4.1	116	84	18	44	19	10	22	44	20
mRNA:Solyc05g007960.4.1	2315	2247	683	1503	1998	1118	2096	924	1766
mRNA:Solyc05g007970.4.1	2839	2506	3437	1426	1459	1167	1460	979	1647
mRNA:Solyc05g007980.3.1	1005	524	1154	286	158	158	369	234	90
mRNA:Solyc05g007990.4.1	1520	1774	1232	1281	1746	1002	1410	715	1476
mRNA:Solyc05g008000.3.1	506	183	606	181	259	326	233	440	411
mRNA:Solyc05g008010.3.1	7704	8857	5914	2805	5204	3995	5947	1570	5997
mRNA:Solyc05g008020.4.1	34	167	10	27	24	105	73	34	97
mRNA:Solyc05g008030.1.1	203	437	115	125	150	158	201	47	152
mRNA:Solyc05g008040.4.1	558	889	331	401	456	473	554	303	534
mRNA:Solyc05g008050.3.1	10	18	3	14	0	4	0	36	0
mRNA:Solyc05g008060.4.1	1519	3745	496	1409	1025	1422	3331	236	1675
mRNA:Solyc05g008070.4.1	1137	1598	598	668	370	363	821	92	642
mRNA:Solyc05g008080.3.1	132	241	81	71	58	37	135	17	89
mRNA:Solyc05g008090.3.1	6923	19862	6174	5162	4971	6250	7514	759	9857
mRNA:Solyc05g008100.1.1	479	890	130	98	199	168	436	6	412
mRNA:Solyc05g008105.1.1	958	3630	815	1564	2374	1514	3667	20	3353
mRNA:Solyc05g008120.4.1	66	10	26	33	297	122	207	253	194
mRNA:Solyc05g008130.4.1	904	449	356	809	1090	548	1212	230	530
mRNA:Solyc05g008140.4.1	889	4137	3448	372	288	1045	663	98	578
mRNA:Solyc05g008145.1.1	0	20	0	1	69	8	78	0	38
mRNA:Solyc05g008150.3.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc05g008155.1.1	0	26	0	0	5	0	0	0	0
mRNA:Solyc05g008170.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc05g008180.3.1	1950	1879	1050	1127	1672	1222	1529	1156	1228
mRNA:Solyc05g008190.3.1	1166	1156	694	1107	1013	986	946	784	705
mRNA:Solyc05g008200.4.1	6362	9713	9120	4582	2562	5630	4932	4295	5596
mRNA:Solyc05g008210.4.1	84	42	0	75	36	46	41	20	8
mRNA:Solyc05g008220.4.1	296	0	38	331	91	32	235	72	56
mRNA:Solyc05g008230.3.1	2053	2406	822	1677	2102	1557	3125	1192	1390
mRNA:Solyc05g008240.2.1	223	138	9	7	16	6	93	0	6
mRNA:Solyc05g008250.2.1	0	41	2	10	0	0	2	0	4
mRNA:Solyc05g008260.3.1	2105	3965	2782	1895	2189	2317	2468	1516	1718
mRNA:Solyc05g008270.3.1	396	820	412	365	370	746	709	271	529
mRNA:Solyc05g008280.2.1	4	2	0	0	0	0	0	0	0
mRNA:Solyc05g008290.4.1	532	128	36	218	268	292	538	192	204
mRNA:Solyc05g008300.3.1	328	505	38	431	155	408	771	15	218
mRNA:Solyc05g008310.4.1	450	391	58	547	1713	267	1013	218	380
mRNA:Solyc05g008320.1.1	4	20	26	1	2	4	14	0	0
mRNA:Solyc05g008330.3.1	118	133	24	247	266	147	255	110	209
mRNA:Solyc05g008340.3.1	681	3113	796	647	486	1315	877	362	911
mRNA:Solyc05g008350.3.1	3785	7183	1537	2134	4120	4093	4398	1175	4185
mRNA:Solyc05g008360.1.1	14	0	12	59	0	5	2	0	8
mRNA:Solyc05g008370.2.1	831	3427	1434	1117	434	1201	882	972	750
mRNA:Solyc05g008380.4.1	874	1497	1768	618	2621	1314	2875	717	1546
mRNA:Solyc05g008390.3.1	420	92	48	403	504	107	187	92	102
mRNA:Solyc05g008400.4.1	1777	1692	3055	575	764	611	1050	847	637
mRNA:Solyc05g008420.4.1	1431	1321	1372	767	1181	657	961	589	674
mRNA:Solyc05g008430.4.1	2592	3874	3715	3153	2700	3065	3477	2065	2928
mRNA:Solyc05g008440.3.1	4491	2588	1201	1416	3722	1394	3276	1227	1915
mRNA:Solyc05g008450.3.1	2381	4325	1582	2050	2140	3513	3850	1352	2217
mRNA:Solyc05g008460.4.1	13453	25133	31768	12400	7543	17655	12987	11978	14173
mRNA:Solyc05g008470.3.1	0	0	0	0	2	0	0	0	0
mRNA:Solyc05g008480.4.1	72	242	198	90	129	254	234	72	128
mRNA:Solyc05g008490.2.1	0	0	0	0	4	0	0	2	0
mRNA:Solyc05g008495.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc05g008500.3.1	0	0	0	0	2	2	1	0	0
mRNA:Solyc05g008510.3.1	826	264	190	830	472	507	408	488	557
mRNA:Solyc05g008520.3.1	867	1242	1298	610	800	900	980	648	676
mRNA:Solyc05g008530.3.1	7972	6354	5587	5297	3272	4555	5368	3991	3868
mRNA:Solyc05g008540.3.1	79	236	213	28	23	128	61	30	67
mRNA:Solyc05g008560.1.1	745	1038	933	620	714	436	582	260	580
mRNA:Solyc05g150106.1.1	132	290	23	102	150	95	200	8	77
mRNA:Solyc05g008570.3.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc05g008580.3.1	362	473	59	152	216	85	217	130	69
mRNA:Solyc05g008590.4.1	748	1361	900	656	547	738	880	307	625
mRNA:Solyc05g008600.3.1	10676	20610	27318	7590	6792	11575	11942	5490	9497
mRNA:Solyc05g008610.3.1	2066	1823	2164	1759	1664	1587	1818	1732	1776
mRNA:Solyc05g008620.4.1	76	177	44	16	2	110	43	17	50
mRNA:Solyc05g008625.1.1	528	820	318	110	187	101	173	12	93
mRNA:Solyc05g008630.4.1	3602	4297	2917	3295	6021	4065	4684	2585	3277
mRNA:Solyc05g008640.1.1	21	36	14	6	26	12	30	10	4
mRNA:Solyc05g008650.1.1	0	0	0	0	2	0	4	0	0
mRNA:Solyc05g008660.1.1	0	0	0	0	0	0	0	0	2
mRNA:Solyc05g008670.3.1	0	10	64	2	6	10	50	39	10
mRNA:Solyc05g008680.2.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc05g008690.2.1	30	0	114	2	6	2	14	36	6
mRNA:Solyc05g008700.3.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc05g008710.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc05g008720.2.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc05g008730.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc05g008750.3.1	444	603	353	246	521	388	484	36	291
mRNA:Solyc05g008770.3.1	2666	2739	1852	2330	1022	2006	2294	1351	2256
mRNA:Solyc05g008780.4.1	2091	9771	5242	6188	3214	5610	5349	1608	4260
mRNA:Solyc05g008790.4.1	1120	1840	1109	954	1136	713	1233	378	959
mRNA:Solyc05g008800.4.1	217	207	62	101	202	359	327	169	184
mRNA:Solyc05g008810.4.1	12321	9178	12801	10512	3500	7512	6198	4191	5892
mRNA:Solyc05g008820.4.1	1644	985	261	1622	1162	670	807	406	988
mRNA:Solyc05g008830.3.1	3849	5221	8668	4181	3045	4905	4988	5172	4291
mRNA:Solyc05g008840.2.1	8	15	0	14	0	32	3	4	4
mRNA:Solyc05g008850.4.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc05g008860.4.1	687	460	268	448	724	542	792	660	346
mRNA:Solyc05g008870.3.1	1983	1615	2095	1335	1889	1809	1738	1596	1581
mRNA:Solyc05g008880.1.1	46	9	0	5	3	9	6	2	7
mRNA:Solyc05g008890.3.1	22	46	0	9	20	46	16	0	14
mRNA:Solyc05g008895.1.1	129	92	14	159	282	222	436	21	58
mRNA:Solyc05g008900.4.1	554	961	372	341	579	369	822	98	346
mRNA:Solyc05g008910.3.1	0	2	0	10	0	13	9	0	2
mRNA:Solyc05g008920.3.1	2427	4855	1403	2118	2761	1737	3334	1712	2160
mRNA:Solyc05g008930.3.1	1990	2248	1052	1502	1044	1142	1742	742	1169
mRNA:Solyc05g008940.3.1	907	474	306	564	591	463	671	308	327
mRNA:Solyc05g008950.4.1	151	705	9	84	84	234	453	7	152
mRNA:Solyc05g008960.3.1	121	4	0	84	58	118	42	42	72
mRNA:Solyc05g008970.1.1	0	0	0	0	0	6	18	4	13
mRNA:Solyc05g008980.2.1	394	124	21	242	116	120	116	185	149
mRNA:Solyc05g008990.3.1	279	123	74	218	128	224	221	96	227
mRNA:Solyc05g009010.1.1	1677	743	998	1514	1142	1158	1290	1049	1463
mRNA:Solyc05g009020.4.1	607	821	604	381	594	373	587	344	401
mRNA:Solyc05g009030.4.1	2861	5266	5829	1637	2115	5532	3822	1593	3598
mRNA:Solyc05g009040.3.1	395	52	0	421	22	346	58	34	95
mRNA:Solyc05g009050.3.1	576	755	410	556	520	598	732	52	554
mRNA:Solyc05g009060.2.1	1019	2370	837	662	451	514	921	296	499
mRNA:Solyc05g009070.4.1	2285	4490	2484	1792	1130	1393	2570	947	1403
mRNA:Solyc05g009080.4.1	1345	1895	604	676	794	882	1159	712	1045
mRNA:Solyc05g009090.3.1	206	76	66	336	30	72	105	169	132
mRNA:Solyc05g009100.4.1	441	530	396	400	265	673	495	337	713
mRNA:Solyc05g009110.2.1	4	2	0	4	2	0	2	0	0
mRNA:Solyc05g009120.3.1	96	46	0	129	2	19	40	8	2
mRNA:Solyc05g009130.4.1	34	113	20	79	60	51	36	1	75
mRNA:Solyc05g009140.3.1	1438	1602	2339	888	831	1057	1175	764	1057
mRNA:Solyc05g009150.4.1	3040	4271	3221	2702	2390	2902	3033	1758	2673
mRNA:Solyc05g009160.3.1	1377	2233	1329	1081	771	1002	1018	676	993
mRNA:Solyc05g009170.3.1	67	9	0	29	12	8	83	31	6
mRNA:Solyc05g009180.1.1	21	42	8	24	3	10	17	68	91
mRNA:Solyc05g009190.4.1	2585	3836	2583	2725	3480	3065	4014	2552	2939
mRNA:Solyc05g009200.3.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc05g009210.2.1	14	89	0	20	170	92	192	10	132
mRNA:Solyc05g009220.3.1	5045	5381	3578	3774	4301	3811	5014	3087	3653
mRNA:Solyc05g009230.3.1	334	266	148	255	146	268	260	148	352
mRNA:Solyc05g009240.3.1	2	0	0	0	0	0	0	0	0
mRNA:Solyc05g009250.1.1	155	207	159	95	203	149	233	95	134
mRNA:Solyc05g009253.1.1	177	320	37	144	260	116	318	15	127
mRNA:Solyc05g009257.1.1	45	93	7	26	64	14	50	3	42
mRNA:Solyc05g009260.1.1	27	71	0	13	45	8	55	0	23
mRNA:Solyc05g009270.4.1	806	3060	3585	1100	1861	3019	4378	510	1567
mRNA:Solyc05g009275.1.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc05g009280.4.1	44	0	198	36	40	7	180	584	6
mRNA:Solyc05g009290.4.1	1611	2130	1460	677	1363	1125	1306	508	988
mRNA:Solyc05g009300.1.1	431	735	376	109	361	584	458	20	403
mRNA:Solyc05g009310.3.1	77	20	112	306	1480	2077	870	215	2073
mRNA:Solyc05g009320.4.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc05g009330.3.1	596	1944	520	282	304	768	589	287	495
mRNA:Solyc05g009340.1.1	47	160	71	69	33	98	217	17	27
mRNA:Solyc05g009350.4.1	1032	469	263	467	2095	591	1322	702	438
mRNA:Solyc05g009360.4.1	1886	2106	1913	1596	2274	1407	2684	1238	1384
mRNA:Solyc05g009370.4.1	1512	5213	1997	731	1211	3144	2253	1401	2391
mRNA:Solyc05g009380.4.1	82	0	0	28	0	10	10	0	0
mRNA:Solyc05g009390.3.1	481	1261	2943	525	496	1677	760	1049	1435
mRNA:Solyc05g009400.3.1	54	79	76	146	137	114	140	145	182
mRNA:Solyc05g009405.1.1	3	8	0	7	13	3	18	1	5
mRNA:Solyc05g009410.3.1	5	30	0	10	58	260	93	0	228
mRNA:Solyc05g009420.1.1	749	1930	692	793	1057	756	848	352	853
mRNA:Solyc05g009430.3.1	6	48	0	41	32	4	24	22	10
mRNA:Solyc05g009440.2.1	0	0	0	0	0	0	0	0	0
mRNA:Solyc05g009460.3.1	754	696	472	787	670	643	808	836	533
mRNA:Solyc05g009470.4.1	3944	15399	19624	6545	2049	21326	7359	4902	8088
mRNA:Solyc05g009480.1.1	86	26	0	15	6	4	0	0	4
mRNA:Solyc05g009490.3.1	11	9	0	134	6	25	14	0	13
mRNA:Solyc05g009500.3.1	1381	1445	530	658	298	797	1241	826	448
