plant;background;surface;name;date;NonGlandular;TypeVI_L;TypeVI_H;TypeVI_I;TypeIandIV;TypeVII;sum_type_VI;sum_glandular;avg_type_VI
355;F2;abaxial;Aleksandra;22-mrt;3;0;0;1;0;0;1;1;0,333333333
358;F2;adaxial;Aleksandra;22-mrt;1;0;0;3;2;0;3;5;1
358;F2;abaxial;Aleksandra;22-mrt;2;0;0;1;4;0;1;5;0,333333333
359;F2;adaxial;Aleksandra;22-mrt;0;0;4;0;2;0;4;6;1,333333333
359;F2;abaxial;Aleksandra;22-mrt;0;0;1;0;4;0;1;5;0,333333333
360;F2;adaxial;Sanne;22-mrt;2;0;1;0;1;1;1;3;0,333333333
360;F2;abaxial;Sanne;22-mrt;3;0;1;0;3;0;1;4;0,333333333
361;F2;adaxial;Sanne;22-mrt;1;0;3;0;1;0;3;4;1
361;F2;abaxial;Sanne;22-mrt;2;0;3;0;1;0;3;4;1
362;F2;adaxial;Sanne;22-mrt;3;0;3;0;4;0;3;7;1
362;F2;abaxial;Sanne;22-mrt;3;0;2;0;4;0;2;6;0,666666667
363;F2;adaxial;Aleksandra;22-mrt;2;0;3;0;1;0;3;4;1
363;F2;abaxial;Aleksandra;22-mrt;2;0;1;0;3;0;1;4;0,333333333
364;F2;adaxial;Aleksandra;22-mrt;2;0;0;1;0;0;1;1;0,333333333
364;F2;abaxial;Aleksandra;22-mrt;3;0;0;0;0;0;0;0;0
365;F2;adaxial;Sanne;22-mrt;1;0;4;0;3;0;4;7;1,333333333
365;F2;abaxial;Sanne;22-mrt;1;0;4;0;4;0;4;8;1,333333333
366;F2;adaxial;Aleksandra;22-mrt;1;0;4;0;3;0;4;7;1,333333333
366;F2;abaxial;Aleksandra;22-mrt;2;0;1;0;3;0;1;4;0,333333333
367;F2;adaxial;Aleksandra;22-mrt;1;0;3;0;2;0;3;5;1
367;F2;abaxial;Aleksandra;22-mrt;1;0;1;0;4;0;1;5;0,333333333
368;F2;adaxial;Sanne;22-mrt;2;0;1;0;4;0;1;5;0,333333333
368;F2;abaxial;Sanne;22-mrt;3;0;1;0;4;0;1;5;0,333333333
369;F2;adaxial;Sanne;22-mrt;1;0;0;1;1;0;1;2;0,333333333
369;F2;abaxial;Sanne;22-mrt;2;0;0;1;2;0;1;3;0,333333333
370;F2;adaxial;Sanne;22-mrt;3;0;4;0;4;0;4;8;1,333333333
370;F2;abaxial;Sanne;22-mrt;4;0;3;0;3;0;3;6;1
371;F2;adaxial;Aleksandra;22-mrt;1;0;0;3;4;0;3;7;1
371;F2;abaxial;Aleksandra;22-mrt;1;0;0;1;4;0;1;5;0,333333333
372;F2;adaxial;Aleksandra;22-mrt;1;0;0;3;2;0;3;5;1
372;F2;abaxial;Aleksandra;22-mrt;1;0;0;1;4;0;1;5;0,333333333
373;F2;adaxial;Aleksandra;22-mrt;2;0;4;0;3;0;4;7;1,333333333
373;F2;abaxial;Aleksandra;22-mrt;2;0;4;0;3;0;4;7;1,333333333
374;F2;adaxial;Sanne;22-mrt;1;0;1;0;0;0;1;1;0,333333333
374;F2;abaxial;Sanne;22-mrt;3;0;1;0;0;0;1;1;0,333333333
375;F2;adaxial;Sanne;23-mrt;1;0;4;0;0;0;4;4;1,333333333
375;F2;abaxial;Sanne;23-mrt;3;0;4;0;0;0;4;4;1,333333333
376;F2;adaxial;Aleksandra;23-mrt;1;0;2;0;0;0;2;2;0,666666667
376;F2;abaxial;Aleksandra;23-mrt;3;0;1;0;2;0;1;3;0,333333333
377;F2;adaxial;Sanne;23-mrt;1;0;1;0;0;1;1;2;0,333333333
377;F2;abaxial;Sanne;23-mrt;2;0;1;0;0;0;1;1;0,333333333
378;F2;adaxial;Sanne;23-mrt;1;0;4;0;0;1;4;5;1,333333333
378;F2;abaxial;Sanne;23-mrt;3;0;3;0;0;0;3;3;1
379;F2;adaxial;Aleksandra;23-mrt;2;0;2;0;0;0;2;2;0,666666667
379;F2;abaxial;Aleksandra;23-mrt;2;0;2;0;1;0;2;3;0,666666667
380;F2;adaxial;Sanne;23-mrt;1;0;0;1;0;0;1;1;0,333333333
380;F2;abaxial;Sanne;23-mrt;3;0;0;1;0;0;1;1;0,333333333
381;F2;adaxial;Aleksandra;23-mrt;1;0;0;4;2;0;4;6;1,333333333
381;F2;abaxial;Aleksandra;23-mrt;0;0;0;1;1;0;1;2;0,333333333
383;F2;adaxial;Aleksandra;23-mrt;3;0;4;0;1;0;4;5;1,333333333
383;F2;abaxial;Aleksandra;23-mrt;3;0;1;0;1;0;1;2;0,333333333
384;F2;adaxial;Sanne;23-mrt;1;0;0;2;0;0;2;2;0,666666667
384;F2;abaxial;Sanne;23-mrt;1;0;0;2;2;0;2;4;0,666666667
385;F2;adaxial;Sanne;23-mrt;2;0;2;0;1;0;2;3;0,666666667
385;F2;abaxial;Sanne;23-mrt;3;0;1;0;2;0;1;3;0,333333333
386;F2;abaxial;Sanne;23-mrt;3;0;2;0;2;0;2;4;0,666666667
386;F2;adaxial;Sanne;23-mrt;2;0;1;0;1;1;1;3;0,333333333
387;F2;adaxial;Aleksandra;23-mrt;2;0;4;0;1;0;4;5;1,333333333
387;F2;abaxial;Aleksandra;23-mrt;1;0;0;0;4;0;0;4;0
388;F2;adaxial;Sanne;23-mrt;1;1;0;0;0;1;1;2;0,333333333
388;F2;abaxial;Sanne;23-mrt;3;1;0;0;0;1;1;2;0,333333333
389;F2;abaxial;Sanne;23-mrt;1;1;0;0;0;0;1;1;0,333333333
389;F2;adaxial;Sanne;23-mrt;1;0;0;0;0;0;0;0;0
390;F2;adaxial;Aleksandra;23-mrt;1;0;4;0;0;0;4;4;1,333333333
390;F2;abaxial;Aleksandra;23-mrt;3;0;1;0;2;0;1;3;0,333333333
391;F2;adaxial;Aleksandra;23-mrt;2;0;4;0;0;0;4;4;1,333333333
391;F2;abaxial;Aleksandra;23-mrt;3;0;0;0;1;0;0;1;0
392;F2;adaxial;Sanne;23-mrt;1;0;0;3;0;0;3;3;1
392;F2;abaxial;Sanne;23-mrt;3;0;0;2;1;0;2;3;0,666666667
393;F2;adaxial;Sanne;23-mrt;0;0;0;3;0;0;3;3;1
393;F2;abaxial;Sanne;23-mrt;3;0;0;3;2;0;3;5;1
394;F2;adaxial;Aleksandra;23-mrt;4;0;4;0;0;0;4;4;1,333333333
394;F2;abaxial;Aleksandra;23-mrt;4;0;1;0;0;0;1;1;0,333333333
396;F2;abaxial;Sanne;23-mrt;3;2;0;0;2;0;2;4;0,666666667
396;F2;adaxial;Sanne;23-mrt;1;0;1;0;0;1;1;2;0,333333333
397;F2;adaxial;Aleksandra;23-mrt;1;0;4;0;1;0;4;5;1,333333333
397;F2;abaxial;Aleksandra;23-mrt;3;0;1;0;3;0;1;4;0,333333333
398;F2;adaxial;Sanne;23-mrt;1;0;0;1;0;0;1;1;0,333333333
398;F2;abaxial;Sanne;23-mrt;2;0;0;1;0;0;1;1;0,333333333
399;F2;adaxial;Sanne;23-mrt;1;0;2;0;1;0;2;3;0,666666667
399;F2;abaxial;Sanne;23-mrt;3;0;2;0;3;0;2;5;0,666666667
400;F2;adaxial;Aleksandra;23-mrt;2;0;4;0;0;0;4;4;1,333333333
400;F2;abaxial;Aleksandra;23-mrt;3;0;1;0;1;0;1;2;0,333333333
401;F2;adaxial;Michelle;23-mrt;1;0;1;0;2;0;1;3;0,333333333
401;F2;abaxial;Michelle;23-mrt;2;0;0;0;3;0;0;3;0
402;F2;abaxial;Sanne;23-mrt;3;0;0;3;3;0;3;6;1
402;F2;adaxial;Sanne;23-mrt;1;0;0;1;2;1;1;4;0,333333333
403;F2;adaxial;Sanne;23-mrt;4;0;0;4;0;0;4;4;1,333333333
403;F2;abaxial;Sanne;23-mrt;4;0;0;2;3;0;2;5;0,666666667
404;F2;adaxial;Sanne;23-mrt;1;0;0;1;0;0;1;1;0,333333333
404;F2;abaxial;Sanne;23-mrt;1;0;0;1;0;0;1;1;0,333333333
405;F2;adaxial;Aleksandra;23-mrt;2;0;4;0;0;0;4;4;1,333333333
405;F2;abaxial;Aleksandra;23-mrt;4;0;4;0;0;0;4;4;1,333333333
406;F2;abaxial;Sanne;23-mrt;2;0;1;0;2;0;1;3;0,333333333
406;F2;adaxial;Sanne;23-mrt;1;0;0;0;0;1;0;1;0
407;F2;abaxial;Sanne;23-mrt;3;0;2;0;4;0;2;6;0,666666667
407;F2;adaxial;Sanne;23-mrt;1;0;1;0;1;0;1;2;0,333333333
408;F2;adaxial;Aleksandra;23-mrt;1;0;3;0;1;0;3;4;1
408;F2;abaxial;Aleksandra;23-mrt;3;0;1;0;2;0;1;3;0,333333333
409;F2;adaxial;Sanne;23-mrt;1;0;0;2;0;0;2;2;0,666666667
409;F2;abaxial;Sanne;23-mrt;2;0;0;2;2;0;2;4;0,666666667
410;F2;adaxial;Sanne;23-mrt;2;0;1;0;0;0;1;1;0,333333333
410;F2;abaxial;Sanne;23-mrt;3;0;1;0;0;0;1;1;0,333333333
411;F2;adaxial;Aleksandra;23-mrt;1;0;3;0;0;0;3;3;1
411;F2;abaxial;Aleksandra;23-mrt;3;0;1;0;0;0;1;1;0,333333333
412;F2;adaxial;Sanne;23-mrt;3;0;4;0;3;0;4;7;1,333333333
412;F2;abaxial;Sanne;23-mrt;3;0;1;0;3;0;1;4;0,333333333
413;F2;adaxial;Aleksandra;23-mrt;1;0;2;0;2;0;2;4;0,666666667
413;F2;abaxial;Aleksandra;23-mrt;3;0;1;0;1;0;1;2;0,333333333
414;F2;adaxial;Michelle;23-mrt;1;0;2;0;2;0;2;4;0,666666667
414;F2;abaxial;Michelle;23-mrt;2;0;2;0;3;0;2;5;0,666666667
415;F2;adaxial;Sanne;23-mrt;1;1;0;0;0;0;1;1;0,333333333
415;F2;abaxial;Sanne;23-mrt;2;1;0;0;0;2;1;3;0,333333333
416;F2;adaxial;Sanne;23-mrt;1;0;2;0;1;0;2;3;0,666666667
416;F2;abaxial;Sanne;23-mrt;2;0;1;0;3;0;1;4;0,333333333
417;F2;adaxial;Sanne;23-mrt;3;3;0;0;1;0;3;4;1
417;F2;abaxial;Sanne;23-mrt;3;2;0;0;2;0;2;4;0,666666667
418;F2;adaxial;Michelle;23-mrt;1;0;1;0;1;0;1;2;0,333333333
418;F2;abaxial;Michelle;23-mrt;3;0;1;0;0;0;1;1;0,333333333
419;F2;adaxial;Aleksandra;23-mrt;1;0;2;0;1;0;2;3;0,666666667
419;F2;abaxial;Aleksandra;23-mrt;3;0;1;0;0;0;1;1;0,333333333
420;F2;adaxial;Aleksandra;23-mrt;1;0;1;0;2;0;1;3;0,333333333
420;F2;abaxial;Aleksandra;23-mrt;1;0;1;0;2;0;1;3;0,333333333
421;F2;adaxial;Michelle;23-mrt;2;0;3;0;3;0;3;6;1
421;F2;abaxial;Michelle;23-mrt;2;0;2;0;4;0;2;6;0,666666667
422;F2;adaxial;Aleksandra;23-mrt;1;0;3;0;1;0;3;4;1
422;F2;abaxial;Aleksandra;23-mrt;4;0;0;0;1;0;0;1;0
423;F2;adaxial;Sanne;23-mrt;2;0;0;2;0;0;2;2;0,666666667
423;F2;abaxial;Sanne;23-mrt;2;0;0;2;0;0;2;2;0,666666667
425;F2;adaxial;Aleksandra;23-mrt;0;0;4;0;0;0;4;4;1,333333333
425;F2;abaxial;Aleksandra;23-mrt;4;0;1;0;0;0;1;1;0,333333333
427;F2;adaxial;Aleksandra;23-mrt;1;0;3;0;4;0;3;7;1
427;F2;abaxial;Aleksandra;23-mrt;3;0;0;0;3;0;0;3;0
428;F2;adaxial;Michelle;23-mrt;2;0;4;0;0;0;4;4;1,333333333
428;F2;abaxial;Michelle;23-mrt;3;0;4;0;0;0;4;4;1,333333333
429;F2;adaxial;Michelle;23-mrt;3;0;4;0;0;0;4;4;1,333333333
429;F2;abaxial;Michelle;23-mrt;3;0;4;0;0;0;4;4;1,333333333
430;F2;adaxial;Aleksandra;23-mrt;1;0;4;0;0;0;4;4;1,333333333
430;F2;abaxial;Aleksandra;23-mrt;2;0;1;0;2;0;1;3;0,333333333
431;F2;adaxial;Michelle;23-mrt;1;0;2;0;1;0;2;3;0,666666667
431;F2;abaxial;Michelle;23-mrt;2;0;2;0;1;0;2;3;0,666666667
432;F2;adaxial;Michelle;23-mrt;1;0;3;0;0;0;3;3;1
432;F2;abaxial;Michelle;23-mrt;3;0;3;0;0;0;3;3;1
433;F2;adaxial;Michelle;23-mrt;1;0;2;0;1;0;2;3;0,666666667
433;F2;abaxial;Michelle;23-mrt;1;0;2;0;1;0;2;3;0,666666667
434;F2;adaxial;Michelle;23-mrt;2;0;4;0;1;0;4;5;1,333333333
434;F2;abaxial;Michelle;23-mrt;2;0;3;0;1;0;3;4;1
435;F2;adaxial;Aleksandra;23-mrt;2;0;3;0;3;0;3;6;1
435;F2;abaxial;Aleksandra;23-mrt;2;0;2;0;4;0;2;6;0,666666667
436;F2;adaxial;Sanne;23-mrt;1;1;0;0;2;0;1;3;0,333333333
436;F2;abaxial;Sanne;23-mrt;3;1;0;0;3;0;1;4;0,333333333
437;F2;adaxial;Michelle;23-mrt;1;0;4;0;0;0;4;4;1,333333333
437;F2;abaxial;Michelle;23-mrt;3;0;4;0;0;0;4;4;1,333333333
438;F2;adaxial;Aleksandra;23-mrt;3;0;0;2;0;0;2;2;0,666666667
438;F2;abaxial;Aleksandra;23-mrt;4;0;0;2;1;0;2;3;0,666666667
439;F2;abaxial;Sanne;23-mrt;3;0;0;2;0;0;2;2;0,666666667
439;F2;adaxial;Sanne;23-mrt;2;0;0;1;0;0;1;1;0,333333333
440;F2;adaxial;Aleksandra;23-mrt;1;0;2;0;2;0;2;4;0,666666667
440;F2;abaxial;Aleksandra;23-mrt;1;0;1;0;4;0;1;5;0,333333333
441;F2;adaxial;Sanne;23-mrt;1;1;0;0;0;0;1;1;0,333333333
441;F2;abaxial;Sanne;23-mrt;2;1;0;0;0;0;1;1;0,333333333
443;F2;adaxial;Sanne;23-mrt;1;0;0;1;0;0;1;1;0,333333333
443;F2;abaxial;Sanne;23-mrt;2;0;0;1;0;0;1;1;0,333333333
444;F2;adaxial;Sanne;23-mrt;2;0;4;0;0;0;4;4;1,333333333
444;F2;abaxial;Sanne;23-mrt;3;0;3;0;4;0;3;7;1
445;F2;abaxial;Michelle;23-mrt;1;0;1;0;1;0;1;2;0,333333333
445;F2;adaxial;Michelle;23-mrt;1;0;0;0;1;0;0;1;0
446;F2;adaxial;Aleksandra;23-mrt;1;0;0;3;0;0;3;3;1
446;F2;abaxial;Aleksandra;23-mrt;2;0;0;0;1;0;0;1;0
447;F2;adaxial;Aleksandra;23-mrt;1;0;4;0;0;0;4;4;1,333333333
447;F2;abaxial;Aleksandra;23-mrt;2;0;1;0;2;0;1;3;0,333333333
448;F2;adaxial;Aleksandra;23-mrt;1;0;4;0;2;0;4;6;1,333333333
448;F2;abaxial;Aleksandra;23-mrt;2;0;1;0;2;0;1;3;0,333333333
449;F2;adaxial;Sanne;23-mrt;2;0;0;1;3;0;1;4;0,333333333
449;F2;abaxial;Sanne;23-mrt;3;0;0;1;4;0;1;5;0,333333333
450;F2;adaxial;Sanne;23-mrt;1;0;0;2;0;0;2;2;0,666666667
450;F2;abaxial;Sanne;23-mrt;1;0;0;1;1;0;1;2;0,333333333
451;F2;adaxial;Sanne;23-mrt;1;0;0;1;0;0;1;1;0,333333333
451;F2;abaxial;Sanne;23-mrt;3;0;0;1;1;0;1;2;0,333333333
CV1;CV;adaxial;Rob;21-mrt;3;2;0;0;0;0;2;2;0,666666667
CV1;CV;abaxial;Rob;21-mrt;4;1;0;0;0;0;1;1;0,333333333
CV1485101;CV;adaxial;Michelle;20-mrt;1;2;0;0;0;0;2;2;0,666666667
CV1485101;CV;abaxial;Michelle;20-mrt;3;2;0;0;0;0;2;2;0,666666667
Elite14851;CV;adaxial;Sanne;23-mrt;1;3;3;0;0;0;6;6;2
Elite14851;CV;abaxial;Sanne;23-mrt;3;3;3;0;0;0;6;6;2
Elite14863;CV;adaxial;Sanne;23-mrt;2;3;0;0;0;0;3;3;1
Elite14863;CV;abaxial;Sanne;23-mrt;3;3;0;0;0;0;3;3;1
Elite14877;CV;adaxial;Aleksandra;23-mrt;3;3;0;0;0;0;3;3;1
Elite14877;CV;abaxial;Aleksandra;23-mrt;4;3;0;0;0;0;3;3;1
F1_14853;F1;abaxial;Sanne;23-mrt;2;0;3;0;1;0;3;4;1
F1_14853;F1;adaxial;Sanne;23-mrt;1;0;2;0;1;0;2;3;0,666666667
F1_14865;F1;abaxial;Aleksandra;23-mrt;4;0;2;0;1;0;2;3;0,666666667
F1_14865;F1;adaxial;Aleksandra;22-mrt;1;0;1;0;1;0;1;2;0,333333333
F1_14865;F1;abaxial;Aleksandra;22-mrt;4;0;1;0;1;0;1;2;0,333333333
F1_14865;F1;adaxial;Aleksandra;23-mrt;2;0;1;0;1;0;1;2;0,333333333
F1_14879;F1;adaxial;Aleksandra;23-mrt;1;0;4;0;3;0;4;7;1,333333333
F1_14879;F1;abaxial;Aleksandra;23-mrt;4;0;4;0;4;0;4;8;1,333333333
F1_CV;F1;adaxial;Sanne;22-mrt;3;4;0;0;0;0;4;4;1,333333333
F1_CV;F1;abaxial;Sanne;22-mrt;4;4;0;0;0;0;4;4;1,333333333
PI;PI127826;adaxial;Rob;21-mrt;1;0;4;0;0;0;4;4;1,333333333
PI;PI127826;adaxial;Aleksandra;21-mrt;1;0;2;0;0;0;2;2;0,666666667
PI;PI127826;abaxial;Rob;21-mrt;2;0;2;0;0;0;2;2;0,666666667
PI;PI127826;abaxial;Aleksandra;21-mrt;2;0;1;0;1;0;1;2;0,333333333
PI14852;PI127826;adaxial;Sanne;23-mrt;1;0;3;1;1;0;4;5;1,333333333
PI14852;PI127826;abaxial;Sanne;23-mrt;2;0;3;0;4;0;3;7;1
PI1485301;PI127826;abaxial;Michelle;20-mrt;2;0;3;0;1;0;3;4;1
PI1485301;PI127826;adaxial;Michelle;20-mrt;2;0;0;0;1;0;0;1;0
PI14864;PI127826;adaxial;Aleksandra;23-mrt;1;0;4;0;4;0;4;8;1,333333333
PI14864;PI127826;abaxial;Aleksandra;23-mrt;1;0;4;0;4;0;4;8;1,333333333
PI14878;PI127826;adaxial;Aleksandra;23-mrt;0;0;4;0;4;0;4;8;1,333333333
PI14878;PI127826;abaxial;Aleksandra;23-mrt;1;0;4;0;4;0;4;8;1,333333333
